"341,01",5,5,10,BET,Entrada,Odd,P60,Media Movel 60,Acertos 60,Media Geral,,,Odd,P120,Media Movel 120,,Odd,P180,Media Movel 180,,Odd,P240,Media Movel 240,,Odd,P300,Media Movel 300,,Odd,P360,Media Movel 360,,Odd,P420,,,Odd,P480,,,Odd,P540,,,Odd,P600,,
9241,"-488,09",-10,0,0,"1,09",0,0,"0,2000",12,"0,1806","0,0000",,0,1,"-0,0417",,0,1,"-0,2111",,0,1,"-0,0417",0,0,0,"-0,0467",,0,-10,"0,0083","0,0000",0,-10,"0,0429",,0,1,"0,0708",0,0,1,"0,0889",0,0,1,"0,0867",0
9242,"-488,09",0,1,0,"2,42",0,-10,"0,2000",12,"0,1806","0,0000",,0,0,"-0,0500",,0,-10,"-0,2167",,0,1,"-0,0458",0,0,0,"-0,0467",,0,0,"0,0361","0,0000",0,-10,"0,0667",,0,1,"0,0688",0,0,0,"0,0870",0,0,1,"0,0850",0
9243,"-488,09",-10,0,0,"1,97",0,1,"0,3667",22,"0,1805","0,0000",,0,0,"-0,0500",,0,0,"-0,1611",,0,0,"-0,0500",0,0,0,"-0,0467",,0,0,"0,0361","0,0000",0,1,"0,0905",,0,0,"0,0667",0,0,0,"0,0870",0,0,0,"0,0833",0
9244,"-488,09",15,2,0,"5,35",1,-10,"0,3500",21,"0,1806","0,0001",,1,1,"-0,0500",,1,0,"-0,1611",,1,0,"-0,0500",0,1,1,"-0,0467",,1,10,"0,0361","0,0000",1,5,"0,0881",,1,5,"0,0667",0,1,0,"0,0870",0,1,0,"0,0833",0
9245,"-488,09",0,1,0,"2,4",0,1,"0,5333",32,"0,1806","0,0000",,0,0,"-0,0500",,0,0,"-0,1556",,0,0,"-0,0458",0,0,0,"-0,0467",,0,0,"0,0111","0,0000",0,0,"0,0786",,0,1,"0,0583",0,0,0,"0,0889",0,0,1,"0,0850",0
9246,"-488,09",15,2,0,"6,9",1,5,"0,5167",31,"0,1807","0,0001",,1,0,"-0,0500",,1,0,"-0,1556",,1,0,"-0,0458",0,1,1,"-0,0467",,1,0,"0,0111","0,0000",1,1,"0,0786",,1,0,"0,0563",0,1,0,"0,0889",0,1,0,"0,0833",0
9247,"-488,09",0,1,0,"2,1",0,0,"0,4500",27,"0,1807","0,0000",,0,0,"-0,0417",,0,0,"-0,1500",,0,1,"-0,0417",0,0,1,"-0,0467",,0,-10,"0,0139","0,0000",0,0,"0,0786",,0,0,"0,0583",0,0,0,"0,0907",0,0,1,"0,0850",0
9248,"-488,09",-10,0,0,"1,37",0,1,"0,4500",27,"0,1807","0,0000",,0,1,"-0,0417",,0,0,"-0,1500",,0,1,"-0,0458",0,0,1,"-0,0500",,0,0,"0,0417","0,0000",0,-10,"0,0786",,0,1,"0,0583",0,0,0,"0,0907",0,0,1,"0,0833",0
9249,"-488,09",15,2,0,"3,57",1,1,"0,4333",26,"0,1808","0,0001",,1,1,"-0,0500",,1,1,"-0,1500",,1,0,"-0,0500",0,1,0,"-0,0533",,1,5,"0,0417","0,0000",1,0,"0,1024",,1,0,"0,0563",0,1,0,"0,0907",0,1,0,"0,0817",0
9250,"-488,09",-10,0,0,"1,94",0,0,"0,4333",26,"0,1807","0,0000",,0,0,"-0,0500",,0,0,"-0,1500",,0,1,"-0,0458",0,0,0,"-0,0500",,0,0,"0,0306","0,0000",0,0,"0,1048",,0,0,"0,0583",0,0,0,"0,0926",0,0,0,"0,0833",0
9251,"-488,09",-10,0,0,"1,79",0,0,"0,4333",26,"0,1807","0,0000",,0,-10,"-0,0500",,0,1,"-0,1500",,0,0,"-0,0500",0,0,1,"-0,0500",,0,5,"0,0306","0,0000",0,0,"0,1048",,0,0,"0,0583",0,0,1,"0,0926",0,0,0,"0,0833",0
9252,"-488,09",-10,0,0,"1,03",0,-10,"0,4333",26,"0,1807","0,0000",,0,0,"0,0333",,0,0,"-0,1556",,0,0,"-0,0500",0,0,0,"-0,0533",,0,0,"0,0167","0,0000",0,0,"0,1048",,0,0,"0,0583",0,0,1,"0,0907",0,0,0,"0,0833",0
9253,"-488,09",0,1,0,"2,05",0,0,"0,6000",36,"0,1807","0,0000",,0,0,"0,0333",,0,1,"-0,1556",,0,0,"-0,0500",0,0,0,"-0,0533",,0,1,"0,0167","0,0000",0,0,"0,1048",,0,5,"0,0583",0,0,1,"0,0889",0,0,1,"0,0833",0
9254,"-488,09",-10,0,0,"1,51",0,1,"0,6000",36,"0,1807","0,0000",,0,0,"0,0333",,0,0,"-0,1611",,0,1,"-0,0500",0,0,1,"-0,0533",,0,0,"0,0139","0,0000",0,0,"0,1048",,0,1,"0,0479",0,0,0,"0,0870",0,0,0,"0,0817",0
9255,"-488,09",15,2,0,"3,51",1,0,"0,5833",35,"0,1807","0,0001",,1,1,"0,0333",,1,1,"-0,1611",,1,10,"-0,0542",0,1,0,"-0,0567",,1,1,"0,0139","0,0000",1,1,"0,1048",,1,0,"0,0458",0,1,0,"0,0870",0,1,1,"0,0817",0
9256,"-488,09",0,1,0,"2,43",0,0,"0,6000",36,"0,1807","0,0000",,0,-10,"0,0333",,0,0,"-0,1611",,0,1,"-0,0917",0,0,0,"-0,0533",,0,1,"0,0139","0,0000",0,0,"0,1048",,0,0,"0,0479",0,0,-10,"0,0889",0,0,1,"0,0817",0
9257,"-488,09",-10,0,0,"1,52",0,0,"0,6000",36,"0,1807","0,0000",,0,0,"0,1167",,0,0,"-0,1611",,0,1,"-0,0958",0,0,0,"-0,0533",,0,0,"0,0111","0,0000",0,0,"0,1048",,0,0,"0,0479",0,0,0,"0,1074",0,0,0,"0,0800",0
9258,"-488,09",15,2,0,"4,8",1,0,"0,6000",36,"0,1808","0,0001",,1,0,"0,1167",,1,0,"-0,1611",,1,0,"-0,1000",0,1,0,"-0,0533",,1,0,"0,0111","0,0000",1,0,"0,1048",,1,0,"0,0479",0,1,0,"0,1074",0,1,10,"0,0800",0
9259,"-488,09",-10,0,0,"1,51",0,0,"0,6167",37,"0,1808","0,0000",,0,1,"0,1250",,0,0,"-0,1556",,0,5,"-0,0958",0,0,0,"-0,0500",,0,0,"0,0139","0,0000",0,0,"0,1071",,0,0,"0,0500",0,0,0,"0,1093",0,0,0,"0,0650",0
9260,"-488,09",15,2,0,"9,89",1,0,"0,6167",37,"0,1809","0,0001",,1,-10,"0,1167",,1,0,"-0,1556",,1,0,"-0,1167",0,1,0,"-0,0500",,1,0,"0,0139","0,0000",1,0,"0,1071",,1,1,"0,0500",0,1,1,"0,1093",0,1,0,"0,0650",0
9261,"-488,09",-10,0,0,"1,44",0,0,"0,6333",38,"0,1808","0,0000",,0,0,"0,2083",,0,0,"-0,1500",,0,1,"-0,1125",0,0,0,"-0,0467",,0,1,"0,0167","0,0000",0,5,"0,1095",,0,0,"0,0500",0,0,1,"0,1093",0,0,0,"0,0667",0
9262,"-488,09",15,2,0,"3,49",1,0,"0,6333",38,"0,1809","0,0001",,1,0,"0,2083",,1,0,"-0,1500",,1,0,"-0,1167",0,1,-10,"-0,0467",,1,0,"0,0139","0,0000",1,-10,"0,0976",,1,0,"0,0500",0,1,0,"0,1074",0,1,1,"0,0667",0
9263,"-488,09",-10,0,0,"1,69",0,1,"0,6500",39,"0,1809","0,0000",,0,0,"0,2167",,0,5,"-0,1444",,0,1,"-0,1125",0,0,0,"-0,0100",,0,1,"0,0167","0,0000",0,10,"0,1238",,0,0,"0,0521",0,0,0,"0,1093",0,0,0,"0,0667",0
9264,"-488,09",-10,0,0,"1,21",0,1,"0,6333",38,"0,1809","0,0000",,0,0,"0,2167",,0,0,"-0,1722",,0,0,"-0,1167",0,0,0,"-0,0100",,0,0,"0,0139","0,0000",0,0,"0,1000",,0,0,"0,0521",0,0,1,"0,1093",0,0,0,"0,0667",0
9265,"-488,09",15,2,0,"10,03",1,0,"0,6167",37,"0,1810","0,0001",,1,0,"0,2167",,1,0,"-0,1722",,1,1,"-0,1167",0,1,0,"-0,0100",,1,0,"0,0139","0,0000",1,0,"0,1000",,1,1,"0,0521",0,1,0,"0,1074",0,1,5,"0,0667",0
9266,"-488,09",0,1,0,"2,34",0,10,"0,6333",38,"0,1810","0,0000",,0,1,"0,2250",,0,1,"-0,1667",,0,0,"-0,1167",0,0,0,"-0,0067",,0,0,"0,0167","0,0000",0,1,"0,1024",,0,0,"0,0521",0,0,1,"0,1093",0,0,0,"0,0600",0
9267,"-488,09",15,2,0,"8,51",1,0,"0,4667",28,"0,1811","0,0001",,1,0,"0,2167",,1,0,"-0,1722",,1,0,"-0,1167",0,1,0,"-0,0067",,1,1,"0,0167","0,0000",1,1,"0,1000",,1,0,"0,0521",0,1,0,"0,1074",0,1,0,"0,0600",0
9268,"-488,09",-10,0,0,"1,48",0,0,"0,4833",29,"0,1810","0,0000",,0,1,"0,2250",,0,-10,"-0,1667",,0,1,"-0,1125",0,0,0,"-0,0033",,0,0,"0,0167","0,0000",0,0,"0,1000",,0,0,"0,0542",0,0,0,"0,1093",0,0,1,"0,0617",0
9269,"-488,09",15,2,0,"5,22",1,0,"0,4833",29,"0,1811","0,0001",,1,0,"0,2167",,1,-10,"-0,1111",,1,0,"-0,1167",0,1,0,"-0,0033",,1,0,"0,0167","0,0000",1,10,"0,1000",,1,5,"0,0542",0,1,0,"0,1093",0,1,0,"0,0600",0
9270,"-488,09",-10,0,0,"1,1",0,1,"0,5000",30,"0,1811","0,0000",,0,0,"0,2250",,0,0,"-0,0500",,0,0,"-0,1125",0,0,0,"0,0000",,0,5,"0,0194","0,0000",0,0,"0,0786",,0,0,"0,0458",0,0,1,"0,1111",0,0,0,"0,0617",0
9271,"-488,09",-10,0,0,"1,27",0,0,"0,4833",29,"0,1811","0,0000",,0,0,"0,2250",,0,1,"-0,0500",,0,0,"-0,1125",0,0,1,"0,0000",,0,1,"0,0056","0,0000",0,0,"0,0786",,0,1,"0,0458",0,0,5,"0,1093",0,0,0,"0,0617",0
9272,"-488,09",15,2,0,"28,22",5,0,"0,4833",29,"0,1816","0,0005",,5,-10,"0,2250",,5,-10,"-0,0556",,5,1,"-0,1125",0,5,0,"-0,0033",,5,1,"0,0028","0,0000",5,10,"0,0786",,5,0,"0,0438",0,5,0,"0,1000",0,5,-10,"0,0617",0
9273,"-488,09",15,2,0,"51,75",10,1,"0,5667",34,"0,1827","0,0011",,10,0,"0,3500",,10,0,"0,0278",,10,0,"-0,0958",0,10,0,"0,0133",,10,0,"0,0139","0,0000",10,1,"0,0667",,10,0,"0,0542",0,10,0,"0,1093",0,10,0,"0,0867",0
9274,"-488,09",-10,0,0,"1,21",0,1,"0,7167",43,"0,1826","0,0000",,0,0,"0,4333",,0,0,"0,0833",,0,0,"-0,0542",0,0,0,"0,0467",,0,0,"0,0417","0,0000",0,1,"0,0881",,0,1,"0,0750",0,0,1,"0,1278",0,0,0,"0,1033",0
9275,"-488,09",15,2,0,"10,9",1,0,"0,7000",42,"0,1827","0,0001",,1,0,"0,4333",,1,0,"0,0833",,1,5,"-0,0542",0,1,1,"0,0467",,1,0,"0,0417","0,0000",1,5,"0,0857",,1,0,"0,0729",0,1,0,"0,1259",0,1,0,"0,1033",0
9276,"-488,09",-10,0,0,"1,38",0,0,"0,7167",43,"0,1827","0,0000",,0,0,"0,4417",,0,1,"0,0889",,0,5,"-0,0708",0,0,1,"0,0467",,0,0,"0,0444","0,0000",0,1,"0,0762",,0,0,"0,0750",0,0,0,"0,1278",0,0,0,"0,1050",0
9277,"-488,09",0,1,0,"2,33",0,0,"0,7167",43,"0,1827","0,0000",,0,0,"0,4417",,0,0,"0,0833",,0,1,"-0,0917",0,0,0,"0,0433",,0,0,"0,0444","0,0000",0,1,"0,0738",,0,0,"0,0750",0,0,0,"0,1278",0,0,0,"0,1050",0
9278,"-488,09",-10,0,0,"1,84",0,0,"0,7167",43,"0,1827","0,0000",,0,5,"0,4417",,0,0,"0,0833",,0,0,"-0,0958",0,0,0,"0,0433",,0,0,"0,0444","0,0000",0,1,"0,0714",,0,1,"0,0750",0,0,0,"0,1278",0,0,0,"0,1050",0
9279,"-488,09",-10,0,0,"1,14",0,0,"0,7167",43,"0,1827","0,0000",,0,-10,"0,4000",,0,0,"0,0833",,0,0,"-0,0958",0,0,-10,"0,0433",,0,1,"0,0444","0,0000",0,0,"0,0690",,0,0,"0,0729",0,0,0,"0,1278",0,0,1,"0,1050",0
9280,"-488,09",0,1,0,"2,27",0,0,"0,7167",43,"0,1826","0,0000",,0,0,"0,4833",,0,-10,"0,0833",,0,0,"-0,0958",0,0,0,"0,0767",,0,0,"0,0417","0,0000",0,0,"0,0690",,0,0,"0,0729",0,0,5,"0,1278",0,0,0,"0,1033",0
9281,"-488,09",-10,0,0,"1,43",0,1,"0,7167",43,"0,1826","0,0000",,0,1,"0,4833",,0,0,"0,1389",,0,0,"-0,0958",0,0,1,"0,0767",,0,0,"0,0417","0,0000",0,0,"0,0690",,0,0,"0,0729",0,0,1,"0,1185",0,0,0,"0,1033",0
9282,"-488,09",15,2,0,"3,07",1,0,"0,7000",42,"0,1827","0,0001",,1,1,"0,4750",,1,0,"0,1389",,1,0,"-0,0958",0,1,0,"0,0733",,1,0,"0,0417","0,0000",1,1,"0,0690",,1,1,"0,0729",0,1,1,"0,1167",0,1,0,"0,1033",0
9283,"-488,09",15,2,0,"5,3",1,0,"0,7167",43,"0,1828","0,0001",,1,0,"0,4750",,1,0,"0,1444",,1,0,"-0,0917",0,1,0,"0,0767",,1,0,"0,0444","0,0000",1,0,"0,0690",,1,0,"0,0729",0,1,0,"0,1167",0,1,1,"0,1050",0
9284,"-488,09",15,2,0,"4,32",1,0,"0,7333",44,"0,1829","0,0001",,1,0,"0,4833",,1,0,"0,1500",,1,1,"-0,0875",0,1,0,"0,0800",,1,0,"0,0472","0,0000",1,0,"0,0714",,1,0,"0,0750",0,1,0,"0,1185",0,1,0,"0,1050",0
9285,"-488,09",15,2,0,"3,95",1,1,"0,7500",45,"0,1830","0,0001",,1,5,"0,4917",,1,0,"0,1556",,1,0,"-0,0875",0,1,1,"0,0833",,1,0,"0,0500","0,0000",1,0,"0,0738",,1,5,"0,0771",0,1,10,"0,1204",0,1,0,"0,1067",0
9286,"-488,09",-10,0,0,"1,96",0,0,"0,7500",45,"0,1829","0,0000",,0,0,"0,4583",,0,0,"0,1611",,0,1,"-0,0833",0,0,1,"0,0833",,0,0,"0,0528","0,0000",0,1,"0,0762",,0,0,"0,0688",0,0,0,"0,1037",0,0,1,"0,1083",0
9287,"-488,09",-10,0,0,"1,56",0,0,"0,7500",45,"0,1829","0,0000",,0,1,"0,4583",,0,1,"0,1611",,0,0,"-0,0875",0,0,0,"0,0800",,0,0,"0,0528","0,0000",0,0,"0,0738",,0,0,"0,0688",0,0,0,"0,1037",0,0,-10,"0,1067",0
9288,"-488,09",15,2,0,"3,17",1,1,"0,7500",45,"0,1830","0,0001",,1,0,"0,4500",,1,10,"0,1556",,1,1,"-0,0875",0,1,0,"0,0800",,1,0,"0,0528","0,0000",1,0,"0,0738",,1,0,"0,0688",0,1,-10,"0,1037",0,1,-10,"0,1233",0
9289,"-488,09",-10,0,0,"1,43",0,0,"0,7500",45,"0,1830","0,0000",,0,0,"0,4583",,0,0,"0,1056",,0,1,"-0,0875",0,0,0,"0,0833",,0,0,"0,0556","0,0000",0,1,"0,0762",,0,-10,"0,0708",0,0,0,"0,1241",0,0,0,"0,1417",0
9290,"-488,09",15,2,0,"3,36",1,1,"0,7500",45,"0,1831","0,0001",,1,0,"0,4583",,1,0,"0,1056",,1,0,"-0,0917",0,1,0,"0,0833",,1,10,"0,0556","0,0000",1,0,"0,0738",,1,0,"0,0917",0,1,0,"0,1241",0,1,5,"0,1417",0
9291,"-488,09",-10,0,0,"1,46",0,0,"0,7500",45,"0,1831","0,0000",,0,0,"0,4667",,0,0,"0,1111",,0,0,"-0,0875",0,0,0,"0,0867",,0,0,"0,0306","0,0000",0,0,"0,0762",,0,0,"0,0938",0,0,0,"0,1259",0,0,0,"0,1350",0
9292,"-488,09",-10,0,0,"1,03",0,1,"0,7500",45,"0,1830","0,0000",,0,5,"0,4667",,0,1,"0,1111",,0,-10,"-0,0875",0,0,1,"0,0867",,0,-10,"0,0306","0,0000",0,0,"0,0762",,0,0,"0,0938",0,0,0,"0,1259",0,0,0,"0,1350",0
9293,"-488,09",0,1,0,"2,07",0,1,"0,7333",44,"0,1830","0,0000",,0,0,"0,4250",,0,0,"0,1056",,0,0,"-0,0458",0,0,1,"0,0833",,0,1,"0,0583","0,0000",0,0,"0,0762",,0,5,"0,0938",0,0,1,"0,1259",0,0,0,"0,1350",0
9294,"-488,09",-10,0,0,"1,88",0,0,"0,7167",43,"0,1830","0,0000",,0,1,"0,4250",,0,0,"0,1056",,0,5,"-0,0458",0,0,0,"0,0800",,0,0,"0,0556","0,0000",0,-10,"0,0762",,0,0,"0,0833",0,0,0,"0,1241",0,0,0,"0,1350",0
9295,"-488,09",-10,0,0,"1,13",0,0,"0,7167",43,"0,1830","0,0000",,0,5,"0,4167",,0,1,"0,1056",,0,0,"-0,0667",0,0,0,"0,0800",,0,0,"0,0556","0,0000",0,5,"0,1000",,0,0,"0,0833",0,0,0,"0,1241",0,0,1,"0,1350",0
9296,"-488,09",0,1,0,"2,1",0,0,"0,7167",43,"0,1830","0,0000",,0,0,"0,3750",,0,0,"0,1000",,0,0,"-0,0667",0,0,0,"0,0800",,0,0,"0,0556","0,0000",0,0,"0,0881",,0,-10,"0,0833",0,0,1,"0,1241",0,0,0,"0,1333",0
9297,"-488,09",-10,0,0,"1,46",0,0,"0,7167",43,"0,1829","0,0000",,0,1,"0,3750",,0,-10,"0,1000",,0,0,"-0,0667",0,0,1,"0,0800",,0,1,"0,0556","0,0000",0,1,"0,0881",,0,0,"0,1042",0,0,0,"0,1222",0,0,0,"0,1333",0
9298,"-488,09",15,2,0,"28,22",5,1,"0,7167",43,"0,1835","0,0005",,5,0,"0,3667",,5,0,"0,1556",,5,0,"-0,0667",0,5,1,"0,0767",,5,0,"0,0528","0,0000",5,0,"0,0857",,5,0,"0,1042",0,5,0,"0,1222",0,5,0,"0,1333",0
9299,"-488,09",15,2,0,"3,44",1,5,"0,7833",47,"0,1835","0,0001",,1,0,"0,4083",,1,0,"0,1833",,1,0,"-0,0458",0,1,0,"0,0900",,1,0,"0,0667","0,0000",1,0,"0,0976",,1,0,"0,1146",0,1,0,"0,1315",0,1,0,"0,1417",0
9300,"-488,09",-10,0,0,"1,2",0,5,"0,7167",43,"0,1835","0,0000",,0,0,"0,4167",,0,1,"0,1889",,0,-10,"-0,0417",0,0,0,"0,0933",,0,1,"0,0694","0,0000",0,1,"0,1000",,0,0,"0,1167",0,0,0,"0,1333",0,0,0,"0,1433",0
9301,"-488,09",-10,0,0,"1,04",0,0,"0,6333",38,"0,1835","0,0000",,0,0,"0,4167",,0,1,"0,1833",,0,1,"0,0000",0,0,1,"0,0933",,0,0,"0,0667","0,0000",0,-10,"0,0976",,0,-10,"0,1167",0,0,1,"0,1333",0,0,1,"0,1433",0
9302,"-488,09",15,2,0,"12,32",1,0,"0,6333",38,"0,1836","0,0001",,1,-10,"0,4167",,1,0,"0,1778",,1,-10,"-0,0042",0,1,1,"0,0900",,1,0,"0,0667","0,0000",1,0,"0,1214",,1,-10,"0,1375",0,1,1,"0,1315",0,1,0,"0,1417",0
9303,"-488,09",-10,0,0,"1,75",0,0,"0,6500",39,"0,1836","0,0000",,0,1,"0,5083",,0,0,"0,1833",,0,0,"0,0417",0,0,0,"0,0900",,0,0,"0,0694","0,0000",0,0,"0,1238",,0,1,"0,1604",0,0,0,"0,1315",0,0,0,"0,1433",0
9304,"-488,09",15,2,0,"10,41",1,1,"0,6500",39,"0,1837","0,0001",,1,-10,"0,5000",,1,1,"0,1833",,1,0,"0,0417",0,1,0,"0,0900",,1,1,"0,0694","0,0000",1,10,"0,1238",,1,5,"0,1583",0,1,5,"0,1315",0,1,0,"0,1433",0
9305,"-488,09",0,1,0,"2,15",0,0,"0,6500",39,"0,1836","0,0000",,0,1,"0,5917",,0,0,"0,1833",,0,0,"0,0458",0,0,0,"0,0933",,0,0,"0,0694","0,0000",0,0,"0,1024",,0,0,"0,1500",0,0,1,"0,1241",0,0,0,"0,1450",0
9306,"-488,09",15,2,0,"54,11",10,1,"0,6500",39,"0,1847","0,0011",,10,5,"0,5833",,10,0,"0,1833",,10,0,"0,0458",0,10,0,"0,0933",,10,1,"0,0694","0,0000",10,0,"0,1024",,10,1,"0,1500",0,10,0,"0,1222",0,10,0,"0,1450",0
9307,"-488,09",0,1,0,"2,27",0,0,"0,8000",48,"0,1847","0,0000",,0,0,"0,6250",,0,0,"0,2389",,0,0,"0,0875",0,0,1,"0,1267",,0,1,"0,0944","0,0000",0,-10,"0,1262",,0,0,"0,1688",0,0,0,"0,1407",0,0,0,"0,1617",0
9308,"-488,09",0,1,0,"2,16",0,0,"0,8000",48,"0,1847","0,0000",,0,1,"0,6250",,0,1,"0,2389",,0,0,"0,0875",0,0,1,"0,1233",,0,1,"0,0917","0,0000",0,0,"0,1500",,0,-10,"0,1688",0,0,1,"0,1407",0,0,0,"0,1617",0
9309,"-488,09",0,1,0,"2,6",0,1,"0,8000",48,"0,1846","0,0000",,0,1,"0,6167",,0,1,"0,2333",,0,1,"0,0875",0,0,0,"0,1200",,0,0,"0,0889","0,0000",0,5,"0,1500",,0,0,"0,1896",0,0,0,"0,1389",0,0,0,"0,1617",0
9310,"-488,09",15,2,0,"34,89",5,0,"0,7833",47,"0,1852","0,0005",,5,0,"0,6083",,5,0,"0,2278",,5,0,"0,0833",0,5,1,"0,1200",,5,0,"0,0889","0,0000",5,0,"0,1381",,5,0,"0,1896",0,5,0,"0,1389",0,5,0,"0,1617",0
9311,"-488,09",15,2,0,"5,33",1,0,"0,8667",52,"0,1852","0,0001",,1,0,"0,6500",,1,-10,"0,2556",,1,1,"0,1042",0,1,0,"0,1333",,1,1,"0,1028","0,0000",1,5,"0,1500",,1,0,"0,2000",0,1,0,"0,1481",0,1,1,"0,1700",0
9312,"-488,09",-10,0,0,"1,62",0,0,"0,8833",53,"0,1852","0,0000",,0,-10,"0,6583",,0,0,"0,3167",,0,0,"0,1042",0,0,0,"0,1367",,0,0,"0,1028","0,0000",0,0,"0,1405",,0,0,"0,2021",0,0,0,"0,1500",0,0,1,"0,1700",0
9313,"-488,09",-10,0,0,"1,56",0,0,"0,8833",53,"0,1852","0,0000",,0,0,"0,7417",,0,0,"0,3167",,0,1,"0,1042",0,0,0,"0,1367",,0,0,"0,1028","0,0000",0,1,"0,1405",,0,0,"0,2021",0,0,5,"0,1500",0,0,1,"0,1683",0
9314,"-488,09",15,2,0,"9,31",1,0,"0,8833",53,"0,1853","0,0001",,1,1,"0,7417",,1,0,"0,3167",,1,0,"0,1000",0,1,1,"0,1367",,1,1,"0,1028","0,0000",1,0,"0,1381",,1,0,"0,2021",0,1,1,"0,1407",0,1,0,"0,1667",0
9315,"-488,09",-10,0,0,"1,25",0,1,"0,9000",54,"0,1853","0,0000",,0,0,"0,7417",,0,1,"0,3222",,0,1,"0,1042",0,0,10,"0,1367",,0,0,"0,1028","0,0000",0,1,"0,1405",,0,1,"0,2042",0,0,0,"0,1407",0,0,0,"0,1683",0
9316,"-488,09",15,2,0,"4,14",1,0,"0,8833",53,"0,1854","0,0001",,1,0,"0,7417",,1,-10,"0,3167",,1,0,"0,1000",0,1,1,"0,1033",,1,0,"0,1028","0,0000",1,1,"0,1381",,1,0,"0,2021",0,1,0,"0,1407",0,1,-10,"0,1683",0
9317,"-488,09",15,2,0,"13,15",1,0,"0,9000",54,"0,1854","0,0001",,1,0,"0,7500",,1,0,"0,3778",,1,0,"0,1042",0,1,1,"0,1033",,1,0,"0,1056","0,0000",1,0,"0,1381",,1,0,"0,2042",0,1,0,"0,1426",0,1,0,"0,1867",0
9318,"-488,09",-10,0,0,"1,32",0,1,"0,9167",55,"0,1854","0,0000",,0,0,"0,7583",,0,0,"0,3833",,0,0,"0,1083",0,0,0,"0,1033",,0,0,"0,1083","0,0000",0,0,"0,1405",,0,0,"0,2063",0,0,0,"0,1444",0,0,0,"0,1883",0
9319,"-488,09",0,1,0,"2,26",0,0,"0,9000",54,"0,1854","0,0000",,0,0,"0,7583",,0,1,"0,3833",,0,0,"0,1083",0,0,5,"0,1033",,0,0,"0,1083","0,0000",0,0,"0,1405",,0,0,"0,2063",0,0,0,"0,1444",0,0,0,"0,1883",0
9320,"-488,09",-10,0,0,"1,38",0,1,"0,9000",54,"0,1854","0,0000",,0,0,"0,7583",,0,-10,"0,3778",,0,0,"0,1083",0,0,0,"0,0867",,0,0,"0,1083","0,0000",0,0,"0,1405",,0,0,"0,2063",0,0,1,"0,1444",0,0,1,"0,1883",0
9321,"-488,09",-10,0,0,1,-10,0,"0,8833",53,"0,1843","-0,0011",,-10,0,"0,7583",,-10,0,"0,4333",,-10,0,"0,1083",0,-10,1,"0,0867",,-10,0,"0,1083","0,0000",-10,1,"0,1405",,-10,5,"0,2063",0,-10,0,"0,1426",0,-10,1,"0,1867",0
9322,"-488,09",15,2,0,"14,07",1,1,"0,7167",43,"0,1844","0,0001",,1,0,"0,6750",,1,0,"0,3778",,1,0,"0,0667",0,1,0,"0,0500",,1,-10,"0,0806","0,0000",1,0,"0,1143",,1,-10,"0,1750",0,1,0,"0,1241",0,1,0,"0,1683",0
9323,"-488,09",-10,0,0,"1,94",0,0,"0,7167",43,"0,1844","0,0000",,0,1,"0,6833",,0,0,"0,3833",,0,5,"0,0708",0,0,1,"0,0533",,0,0,"0,1111","0,0000",0,1,"0,1167",,0,10,"0,1979",0,0,0,"0,1259",0,0,0,"0,1700",0
9324,"-488,09",-10,0,0,"1,99",0,0,"0,7167",43,"0,1843","0,0000",,0,1,"0,6750",,0,0,"0,3833",,0,0,"0,0500",0,0,0,"0,0500",,0,0,"0,1111","0,0000",0,0,"0,1143",,0,0,"0,1771",0,0,0,"0,1259",0,0,1,"0,1700",0
9325,"-488,09",-10,0,0,"1,34",0,1,"0,7167",43,"0,1843","0,0000",,0,0,"0,6667",,0,0,"0,3833",,0,0,"0,0500",0,0,1,"0,0500",,0,0,"0,1111","0,0000",0,0,"0,1143",,0,0,"0,1771",0,0,1,"0,1259",0,0,0,"0,1683",0
9326,"-488,09",-10,0,0,"1,51",0,0,"0,7000",42,"0,1843","0,0000",,0,10,"0,6667",,0,1,"0,3833",,0,1,"0,0500",0,0,0,"0,0467",,0,0,"0,1111","0,0000",0,0,"0,1143",,0,1,"0,1771",0,0,0,"0,1241",0,0,1,"0,1683",0
9327,"-488,09",-10,0,0,"1,38",0,1,"0,7000",42,"0,1843","0,0000",,0,0,"0,5833",,0,0,"0,3778",,0,0,"0,0458",0,0,0,"0,0467",,0,0,"0,1111","0,0000",0,1,"0,1143",,0,1,"0,1750",0,0,0,"0,1241",0,0,0,"0,1667",0
9328,"-488,09",-10,0,0,"1,57",0,0,"0,6833",41,"0,1843","0,0000",,0,0,"0,5833",,0,1,"0,3778",,0,-10,"0,0458",0,0,1,"0,0467",,0,0,"0,1111","0,0000",0,0,"0,1119",,0,0,"0,1729",0,0,0,"0,1241",0,0,0,"0,1667",0
9329,"-488,09",-10,0,0,"1,51",0,1,"0,6833",41,"0,1842","0,0000",,0,0,"0,5833",,0,0,"0,3722",,0,-10,"0,0875",0,0,0,"0,0433",,0,0,"0,1111","0,0000",0,0,"0,1119",,0,10,"0,1729",0,0,5,"0,1241",0,0,0,"0,1667",0
9330,"-488,09",15,2,0,"11,59",1,0,"0,6667",40,"0,1843","0,0001",,1,1,"0,5833",,1,0,"0,3722",,1,0,"0,1292",0,1,0,"0,0433",,1,0,"0,1111","0,0000",1,5,"0,1119",,1,0,"0,1521",0,1,0,"0,1148",0,1,1,"0,1667",0
