"341,01",5,5,10,BET,Entrada,Odd,P60,Media Movel 60,Acertos 60,Media Geral,,,Odd,P120,Media Movel 120,,Odd,P180,Media Movel 180,,Odd,P240,Media Movel 240,,Odd,P300,Media Movel 300,,Odd,P360,Media Movel 360,,Odd,P420,,,Odd,P480,,,Odd,P540,,,Odd,P600,,
1489,"-187,79",0,1,0,"2,22",0,1,"0,3833",23,"0,1940","-0,0001",,0,1,"0,1167",,0,0,"0,2278",,0,10,"0,2292",0,0,0,"0,3200",,0,1,"0,3500","0,0000",0,0,"0,3905",,0,0,"0,3833",0,0,1,"0,3648",0,0,0,"0,3317",0
1490,"-187,79",15,2,0,"9,94",1,0,"0,3667",22,"0,1945","0,0005",,1,1,"0,1083",,1,0,"0,2278",,1,0,"0,1875",0,1,1,"0,3200",,1,1,"0,3472","0,0000",1,0,"0,3905",,1,0,"0,3833",0,1,1,"0,3630",0,1,1,"0,3317",0
1491,"-187,79",-10,0,0,"1,02",0,0,"0,3833",23,"0,1944","-0,0001",,0,0,"0,1083",,0,1,"0,2333",,0,0,"0,1917",0,0,5,"0,3200",,0,1,"0,3472","0,0000",0,0,"0,3929",,0,0,"0,3854",0,0,0,"0,3630",0,0,1,"0,3317",0
1492,"-187,79",-10,0,0,"1,09",0,1,"0,3833",23,"0,1942","-0,0001",,0,0,"0,1083",,0,0,"0,2278",,0,0,"0,1917",0,0,1,"0,3033",,0,0,"0,3444","0,0000",0,0,"0,3929",,0,0,"0,3854",0,0,0,"0,3630",0,0,0,"0,3300",0
1493,"-187,79",15,2,0,"3,52",1,0,"0,3667",22,"0,1948","0,0005",,1,1,"0,1083",,1,1,"0,2278",,1,0,"0,1917",0,1,0,"0,3000",,1,0,"0,3444","0,0000",1,0,"0,3929",,1,0,"0,3854",0,1,1,"0,3630",0,1,0,"0,3300",0
1494,"-187,79",-10,0,0,"1,91",0,5,"0,3833",23,"0,1946","-0,0001",,0,1,"0,1083",,0,0,"0,2278",,0,0,"0,1958",0,0,0,"0,3033",,0,0,"0,3472","0,0000",0,0,"0,3952",,0,-10,"0,3875",0,0,0,"0,3630",0,0,0,"0,3317",0
1495,"-187,79",-10,0,0,"1,05",0,1,"0,3000",18,"0,1945","-0,0001",,0,1,"0,1000",,0,0,"0,2278",,0,0,"0,1958",0,0,1,"0,3033",,0,0,"0,3472","0,0000",0,5,"0,3952",,0,0,"0,4083",0,0,0,"0,3630",0,0,0,"0,3317",0
1496,"-187,79",-10,0,0,"1,53",0,0,"0,2833",17,"0,1944","-0,0001",,0,0,"0,0917",,0,0,"0,2278",,0,0,"0,1958",0,0,0,"0,3000",,0,1,"0,3472","0,0000",0,0,"0,3833",,0,0,"0,4083",0,0,0,"0,3630",0,0,1,"0,3317",0
1497,"-187,79",-10,0,0,"1,69",0,0,"0,2833",17,"0,1943","-0,0001",,0,0,"0,0917",,0,1,"0,2278",,0,1,"0,1958",0,0,0,"0,3000",,0,0,"0,3444","0,0000",0,0,"0,3833",,0,0,"0,4083",0,0,0,"0,3630",0,0,5,"0,3300",0
1498,"-187,79",-10,0,0,"1,72",0,-10,"0,2833",17,"0,1941","-0,0001",,0,0,"0,0917",,0,0,"0,2222",,0,0,"0,1917",0,0,0,"0,3000",,0,0,"0,3444","0,0000",0,0,"0,3833",,0,0,"0,4083",0,0,-10,"0,3630",0,0,-10,"0,3217",0
1499,"-187,79",-10,0,0,"1,46",0,5,"0,4500",27,"0,1940","-0,0001",,0,0,"0,0917",,0,0,"0,2222",,0,0,"0,1917",0,0,0,"0,3000",,0,0,"0,3444","0,0000",0,1,"0,3833",,0,0,"0,4083",0,0,0,"0,3815",0,0,0,"0,3383",0
1500,"-187,79",-10,0,0,"1,01",-10,0,"0,3667",22,"0,1872","-0,0068",,-10,0,"0,0917",,-10,1,"0,2222",,-10,0,"0,1917",0,-10,1,"0,3000",,-10,0,"0,3444","0,0000",-10,5,"0,3810",,-10,5,"0,4083",0,-10,0,"0,3815",0,-10,0,"0,3383",0
1501,"-187,79",0,1,0,"2,05",0,0,"0,2000",12,"0,1871","-0,0001",,0,-10,"0,0083",,0,1,"0,1611",,0,0,"0,1500",0,0,0,"0,2633",,0,10,"0,3167","0,0000",0,0,"0,3452",,0,1,"0,3771",0,0,1,"0,3630",0,0,1,"0,3217",0
1502,"-187,79",-10,0,0,"1,24",0,0,"0,2000",12,"0,1870","-0,0001",,0,0,"0,0917",,0,1,"0,1556",,0,1,"0,1500",0,0,10,"0,2633",,0,0,"0,2889","0,0000",0,0,"0,3452",,0,-10,"0,3750",0,0,1,"0,3611",0,0,0,"0,3200",0
1503,"-187,79",-10,0,0,"1,66",0,0,"0,2000",12,"0,1868","-0,0001",,0,1,"0,0917",,0,0,"0,1500",,0,0,"0,1458",0,0,0,"0,2300",,0,5,"0,2889","0,0000",0,0,"0,3452",,0,10,"0,3958",0,0,1,"0,3593",0,0,5,"0,3200",0
1504,"-187,79",-10,0,0,"1,3",0,0,"0,2000",12,"0,1867","-0,0001",,0,0,"0,0833",,0,0,"0,1500",,0,1,"0,1458",0,0,1,"0,2300",,0,0,"0,2750","0,0000",0,0,"0,3452",,0,1,"0,3750",0,0,0,"0,3574",0,0,0,"0,3117",0
1505,"-187,79",15,2,0,"13,51",1,0,"0,2000",12,"0,1873","0,0005",,1,0,"0,0833",,1,0,"0,1500",,1,1,"0,1417",0,1,-10,"0,2267",,1,1,"0,2750","0,0000",1,0,"0,3452",,1,1,"0,3729",0,1,0,"0,3574",0,1,0,"0,3117",0
1506,"-187,79",-10,0,0,"1,84",0,0,"0,2167",13,"0,1871","-0,0001",,0,1,"0,0917",,0,0,"0,1556",,0,-10,"0,1417",0,0,1,"0,2633",,0,0,"0,2750","0,0000",0,1,"0,3476",,0,0,"0,3729",0,0,0,"0,3593",0,0,5,"0,3133",0
1507,"-187,79",0,1,0,"2,57",0,0,"0,2167",13,"0,1870","-0,0001",,0,0,"0,0833",,0,0,"0,1556",,0,1,"0,1833",0,0,0,"0,2600",,0,0,"0,2750","0,0000",0,0,"0,3452",,0,0,"0,3729",0,0,0,"0,3593",0,0,0,"0,3050",0
1508,"-187,79",15,2,0,"3,6",1,0,"0,2167",13,"0,1875","0,0005",,1,0,"0,0833",,1,1,"0,1556",,1,0,"0,1792",0,1,0,"0,2600",,1,0,"0,2750","0,0000",1,0,"0,3452",,1,0,"0,3729",0,1,0,"0,3593",0,1,0,"0,3050",0
1509,"-187,79",-10,0,0,"1,28",0,0,"0,2333",14,"0,1874","-0,0001",,0,1,"0,0917",,0,0,"0,1556",,0,0,"0,1833",0,0,0,"0,2633",,0,0,"0,2778","0,0000",0,0,"0,3476",,0,0,"0,3750",0,0,1,"0,3611",0,0,0,"0,3067",0
1510,"-187,79",-10,0,0,"1,4",0,0,"0,2333",14,"0,1873","-0,0001",,0,10,"0,0833",,0,1,"0,1556",,0,1,"0,1833",0,0,1,"0,2633",,0,0,"0,2778","0,0000",0,0,"0,3476",,0,0,"0,3750",0,0,0,"0,3593",0,0,0,"0,3067",0
1511,"-187,79",15,2,0,"4,79",1,0,"0,2333",14,"0,1878","0,0005",,1,-10,"0,0000",,1,0,"0,1500",,1,1,"0,1792",0,1,1,"0,2600",,1,1,"0,2778","0,0000",1,1,"0,3476",,1,0,"0,3750",0,1,0,"0,3593",0,1,0,"0,3067",0
1512,"-187,79",15,2,0,"32,67",5,0,"0,2500",15,"0,1910","0,0032",,5,0,"0,0917",,5,1,"0,1556",,5,1,"0,1792",0,5,0,"0,2600",,5,0,"0,2778","0,0000",5,0,"0,3476",,5,1,"0,3771",0,5,0,"0,3611",0,5,0,"0,3083",0
1513,"-187,79",15,2,0,"4,23",1,0,"0,3333",20,"0,1915","0,0005",,1,0,"0,1333",,1,1,"0,1778",,1,0,"0,1958",0,1,0,"0,2767",,1,1,"0,2917","0,0000",1,0,"0,3595",,1,5,"0,3854",0,1,0,"0,3704",0,1,0,"0,3167",0
1514,"-187,79",15,2,0,"13,89",1,1,"0,3500",21,"0,1921","0,0005",,1,0,"0,1417",,1,1,"0,1778",,1,0,"0,2000",0,1,1,"0,2800",,1,0,"0,2917","0,0000",1,0,"0,3619",,1,0,"0,3771",0,1,1,"0,3722",0,1,0,"0,3183",0
1515,"-187,79",15,2,0,"5,22",1,0,"0,3500",21,"0,1926","0,0005",,1,0,"0,1500",,1,5,"0,1778",,1,1,"0,2042",0,1,0,"0,2800",,1,1,"0,2944","0,0000",1,0,"0,3643",,1,0,"0,3792",0,1,0,"0,3722",0,1,0,"0,3200",0
1516,"-187,79",15,2,0,"4,12",1,0,"0,3667",22,"0,1931","0,0005",,1,0,"0,1583",,1,0,"0,1556",,1,1,"0,2042",0,1,5,"0,2833",,1,1,"0,2944","0,0000",1,0,"0,3667",,1,0,"0,3813",0,1,1,"0,3741",0,1,1,"0,3217",0
1517,"-187,79",-10,0,0,"1,08",0,1,"0,3833",23,"0,1930","-0,0001",,0,-10,"0,1667",,0,1,"0,1611",,0,0,"0,2042",0,0,5,"0,2700",,0,0,"0,2944","0,0000",0,5,"0,3690",,0,5,"0,3833",0,0,0,"0,3741",0,0,1,"0,3217",0
1518,"-187,79",-10,0,0,"1,5",0,1,"0,3667",22,"0,1929","-0,0001",,0,0,"0,2500",,0,0,"0,1556",,0,1,"0,2042",0,0,1,"0,2533",,0,0,"0,2944","0,0000",0,1,"0,3571",,0,1,"0,3729",0,0,0,"0,3741",0,0,1,"0,3200",0
1519,"-187,79",-10,0,0,"1,11",0,1,"0,3500",21,"0,1928","-0,0001",,0,1,"0,2500",,0,0,"0,1556",,0,0,"0,2000",0,0,0,"0,2500",,0,1,"0,2944","0,0000",0,0,"0,3548",,0,0,"0,3708",0,0,0,"0,3741",0,0,1,"0,3183",0
1520,"-187,79",-10,0,0,"1,01",-10,0,"0,3333",20,"0,1861","-0,0067",,-10,0,"0,2417",,-10,0,"0,1556",,-10,0,"0,2000",0,-10,0,"0,2500",,-10,1,"0,2917","0,0000",-10,0,"0,3548",,-10,0,"0,3708",0,-10,1,"0,3741",0,-10,0,"0,3167",0
1521,"-187,79",-10,0,0,"1,06",0,0,"0,1667",10,"0,1859","-0,0001",,0,1,"0,1583",,0,0,"0,1000",,0,0,"0,1583",0,0,0,"0,2167",,0,0,"0,2611","0,0000",0,0,"0,3310",,0,0,"0,3500",0,0,5,"0,3537",0,0,-10,"0,3000",0
1522,"-187,79",-10,0,0,"1,21",0,0,"0,1667",10,"0,1858","-0,0001",,0,1,"0,1500",,0,1,"0,1000",,0,0,"0,1583",0,0,1,"0,2167",,0,0,"0,2611","0,0000",0,1,"0,3310",,0,1,"0,3500",0,0,1,"0,3444",0,0,1,"0,3167",0
1523,"-187,79",-10,0,0,"1,13",0,0,"0,1667",10,"0,1857","-0,0001",,0,0,"0,1417",,0,0,"0,0944",,0,0,"0,1583",0,0,0,"0,2133",,0,5,"0,2611","0,0000",0,1,"0,3286",,0,0,"0,3479",0,0,0,"0,3426",0,0,1,"0,3150",0
1524,"-187,79",0,1,0,"2,76",0,1,"0,1667",10,"0,1856","-0,0001",,0,0,"0,1417",,0,0,"0,0944",,0,0,"0,1583",0,0,1,"0,2133",,0,0,"0,2472","0,0000",0,0,"0,3262",,0,0,"0,3479",0,0,0,"0,3426",0,0,1,"0,3133",0
1525,"-187,79",0,1,0,"2,56",0,0,"0,1500",9,"0,1855","-0,0001",,0,0,"0,1417",,0,0,"0,0944",,0,0,"0,1583",0,0,0,"0,2100",,0,0,"0,2472","0,0000",0,0,"0,3262",,0,0,"0,3479",0,0,0,"0,3426",0,0,0,"0,3117",0
1526,"-187,79",0,1,0,"2,83",0,5,"0,1500",9,"0,1853","-0,0001",,0,0,"0,1417",,0,0,"0,0944",,0,0,"0,1583",0,0,0,"0,2100",,0,0,"0,2472","0,0000",0,0,"0,3262",,0,0,"0,3479",0,0,0,"0,3426",0,0,0,"0,3117",0
1527,"-187,79",15,2,0,"15,36",5,5,"0,0667",4,"0,1885","0,0032",,5,1,"0,1417",,5,0,"0,0944",,5,1,"0,1583",0,5,0,"0,2100",,5,1,"0,2472","0,0000",5,0,"0,3262",,5,1,"0,3479",0,5,0,"0,3426",0,5,0,"0,3117",0
1528,"-187,79",-10,0,0,"1,13",0,1,"0,0667",4,"0,1884","-0,0001",,0,0,"0,1750",,0,-10,"0,1222",,0,0,"0,1750",0,0,1,"0,2267",,0,0,"0,2583","0,0000",0,5,"0,3381",,0,1,"0,3563",0,0,0,"0,3519",0,0,0,"0,3200",0
1529,"-187,79",-10,0,0,"1,12",0,10,"0,0500",3,"0,1882","-0,0001",,0,1,"0,1750",,0,0,"0,1778",,0,1,"0,1750",0,0,0,"0,2233",,0,0,"0,2583","0,0000",0,1,"0,3262",,0,0,"0,3542",0,0,0,"0,3519",0,0,0,"0,3200",0
1530,"-187,79",-10,0,0,"1,58",0,0,"-0,1167",-7,"0,1881","-0,0001",,0,5,"0,1667",,0,0,"0,1778",,0,-10,"0,1708",0,0,1,"0,2233",,0,0,"0,2583","0,0000",0,0,"0,3238",,0,1,"0,3542",0,0,0,"0,3519",0,0,0,"0,3200",0
1531,"-187,79",15,2,0,"7,26",1,0,"-0,1167",-7,"0,1886","0,0005",,1,1,"0,1250",,1,1,"0,1778",,1,0,"0,2125",0,1,0,"0,2200",,1,0,"0,2583","0,0000",1,0,"0,3238",,1,1,"0,3521",0,1,1,"0,3519",0,1,0,"0,3200",0
1532,"-187,79",-10,0,0,"1,89",0,0,"-0,1000",-6,"0,1885","-0,0001",,0,-10,"0,1250",,0,5,"0,1778",,0,0,"0,2167",0,0,0,"0,2233",,0,0,"0,2611","0,0000",0,1,"0,3262",,0,1,"0,3521",0,0,1,"0,3519",0,0,1,"0,3217",0
1533,"-187,79",-10,0,0,"1,79",0,0,"-0,1000",-6,"0,1884","-0,0001",,0,0,"0,2083",,0,0,"0,1500",,0,0,"0,2167",0,0,0,"0,2233",,0,0,"0,2611","0,0000",0,0,"0,3238",,0,1,"0,3500",0,0,0,"0,3500",0,0,0,"0,3200",0
1534,"-187,79",15,2,0,"15,66",5,0,"-0,1000",-6,"0,1915","0,0031",,5,1,"0,2083",,5,0,"0,1500",,5,0,"0,2167",0,5,1,"0,2233",,5,0,"0,2611","0,0000",5,0,"0,3238",,5,0,"0,3479",0,5,0,"0,3500",0,5,-10,"0,3200",0
1535,"-187,79",-10,0,0,"1,03",0,1,"-0,0167",-1,"0,1914","-0,0001",,0,5,"0,2417",,0,1,"0,1778",,0,5,"0,2375",0,0,1,"0,2367",,0,0,"0,2750","0,0000",0,0,"0,3357",,0,1,"0,3583",0,0,1,"0,3593",0,0,0,"0,3450",0
1536,"-187,79",-10,0,0,"1,13",0,0,"-0,0333",-2,"0,1913","-0,0001",,0,1,"0,2000",,0,0,"0,1722",,0,0,"0,2167",0,0,1,"0,2333",,0,1,"0,2750","0,0000",0,1,"0,3357",,0,0,"0,3563",0,0,5,"0,3574",0,0,0,"0,3450",0
1537,"-187,79",15,2,0,"4,02",1,-10,"-0,0333",-2,"0,1918","0,0005",,1,1,"0,1917",,1,0,"0,1722",,1,0,"0,2167",0,1,1,"0,2300",,1,0,"0,2722","0,0000",1,1,"0,3333",,1,-10,"0,3563",0,1,1,"0,3481",0,1,0,"0,3450",0
1538,"-187,79",-10,0,0,1,-10,0,"0,1500",9,"0,1852","-0,0066",,-10,1,"0,1917",,-10,0,"0,1778",,-10,1,"0,2208",0,-10,1,"0,2300",,-10,0,"0,2750","0,0000",-10,1,"0,3333",,-10,1,"0,3792",0,-10,1,"0,3481",0,-10,0,"0,3467",0
1539,"-187,79",15,2,0,"4,92",1,1,"-0,0167",-1,"0,1857","0,0005",,1,0,"0,1000",,1,0,"0,1222",,1,0,"0,1750",0,1,1,"0,1933",,1,-10,"0,2472","0,0000",1,1,"0,3071",,1,0,"0,3563",0,1,-10,"0,3278",0,1,0,"0,3300",0
1540,"-187,79",15,2,0,"32,64",5,0,"-0,0167",-1,"0,1888","0,0031",,5,0,"0,1083",,5,0,"0,1278",,5,0,"0,1792",0,5,0,"0,1933",,5,1,"0,2778","0,0000",5,5,"0,3071",,5,0,"0,3583",0,5,0,"0,3481",0,5,0,"0,3317",0
1541,"-187,79",15,2,0,"7,1",1,0,"0,0667",4,"0,1894","0,0005",,1,1,"0,1500",,1,0,"0,1556",,1,1,"0,2000",0,1,0,"0,2100",,1,0,"0,2889","0,0000",1,0,"0,3071",,1,0,"0,3688",0,1,0,"0,3574",0,1,0,"0,3400",0
1542,"-187,79",15,2,0,"12,76",1,1,"0,0833",5,"0,1899","0,0005",,1,1,"0,1500",,1,0,"0,1611",,1,1,"0,2000",0,1,0,"0,2133",,1,5,"0,2917","0,0000",1,0,"0,3095",,1,0,"0,3708",0,1,0,"0,3593",0,1,1,"0,3417",0
1543,"-187,79",-10,0,0,1,-10,0,"0,0833",5,"0,1833","-0,0066",,-10,1,"0,1500",,-10,5,"0,1667",,-10,0,"0,2000",0,-10,0,"0,2167",,-10,0,"0,2806","0,0000",-10,1,"0,3119",,-10,5,"0,3729",0,-10,0,"0,3611",0,-10,1,"0,3417",0
1544,"-187,79",-10,0,0,"1,17",0,0,"-0,0833",-5,"0,1832","-0,0001",,0,0,"0,0583",,0,0,"0,0833",,0,0,"0,1583",0,0,0,"0,1833",,0,0,"0,2528","0,0000",0,0,"0,2857",,0,1,"0,3417",0,0,0,"0,3426",0,0,1,"0,3233",0
1545,"-187,79",0,1,0,"2,1",0,0,"-0,0833",-5,"0,1831","-0,0001",,0,0,"0,0583",,0,1,"0,0833",,0,1,"0,1583",0,0,5,"0,1833",,0,1,"0,2528","0,0000",0,0,"0,2857",,0,5,"0,3396",0,0,1,"0,3426",0,0,1,"0,3217",0
1546,"-187,79",0,1,0,"2,15",0,1,"-0,0833",-5,"0,1829","-0,0001",,0,-10,"0,0583",,0,1,"0,0778",,0,0,"0,1542",0,0,0,"0,1667",,0,0,"0,2500","0,0000",0,0,"0,2857",,0,0,"0,3292",0,0,5,"0,3407",0,0,0,"0,3200",0
1547,"-187,79",-10,0,0,"1,23",0,0,"-0,1000",-6,"0,1828","-0,0001",,0,0,"0,1417",,0,5,"0,0722",,0,1,"0,1542",0,0,1,"0,1667",,0,0,"0,2500","0,0000",0,0,"0,2857",,0,0,"0,3292",0,0,0,"0,3315",0,0,1,"0,3200",0
1548,"-187,79",-10,0,0,"1,36",0,0,"-0,1000",-6,"0,1827","-0,0001",,0,0,"0,1417",,0,0,"0,0444",,0,1,"0,1500",0,0,0,"0,1633",,0,0,"0,2500","0,0000",0,0,"0,2857",,0,0,"0,3292",0,0,1,"0,3315",0,0,0,"0,3183",0
1549,"-187,79",-10,0,0,"1,06",0,0,"-0,1000",-6,"0,1826","-0,0001",,0,1,"0,1417",,0,1,"0,0444",,0,0,"0,1458",0,0,10,"0,1633",,0,0,"0,2500","0,0000",0,1,"0,2857",,0,0,"0,3292",0,0,0,"0,3296",0,0,1,"0,3183",0
1550,"-187,79",15,2,0,"834,64",10,1,"-0,1000",-6,"0,1889","0,0063",,10,0,"0,1333",,10,1,"0,0389",,10,0,"0,1458",0,10,0,"0,1300",,10,1,"0,2500","0,0000",10,1,"0,2833",,10,0,"0,3292",0,10,0,"0,3296",0,10,1,"0,3167",0
1551,"-187,79",0,1,1,"2,25",0,0,"0,0500",3,"0,1888","-0,0001",,0,0,"0,2167",,0,0,"0,0889",,0,1,"0,1875",0,0,0,"0,1633",,0,5,"0,2750","0,0000",0,1,"0,3048",,0,0,"0,3500",0,0,0,"0,3481",0,0,0,"0,3317",0
1552,"-187,79",-10,0,0,"1,08",0,0,"0,0500",3,"0,1887","-0,0001",,0,1,"0,2167",,0,0,"0,0889",,0,0,"0,1833",0,0,0,"0,1633",,0,1,"0,2611","0,0000",0,0,"0,3024",,0,0,"0,3500",0,0,0,"0,3481",0,0,0,"0,3317",0
1553,"-172,79",15,2,1,"9,79",1,1,"0,0500",3,"0,1892","0,0005",,1,0,"0,2083",,1,1,"0,0889",,1,1,"0,1833",0,1,0,"0,1633",,1,0,"0,2583","0,0000",1,0,"0,3024",,1,0,"0,3500",0,1,0,"0,3481",0,1,1,"0,3317",0
1554,"-172,79",15,2,0,"4,46",1,0,"0,0500",3,"0,1897","0,0005",,1,5,"0,2167",,1,1,"0,0889",,1,0,"0,1833",0,1,0,"0,1667",,1,0,"0,2611","0,0000",1,0,"0,3048",,1,0,"0,3521",0,1,-10,"0,3500",0,1,0,"0,3317",0
1555,"-172,79",0,1,1,"2,08",0,0,"0,0667",4,"0,1896","-0,0001",,0,1,"0,1833",,0,1,"0,0889",,0,0,"0,1875",0,0,0,"0,1700",,0,1,"0,2639","0,0000",0,0,"0,3071",,0,5,"0,3542",0,0,0,"0,3704",0,0,0,"0,3333",0
1556,"-182,79",-10,0,1,"1,01",-10,0,"0,0667",4,"0,1830","-0,0065",,-10,0,"0,1750",,-10,0,"0,0833",,-10,0,"0,1875",0,-10,0,"0,1700",,-10,0,"0,2611","0,0000",-10,1,"0,3071",,-10,0,"0,3438",0,-10,0,"0,3704",0,-10,0,"0,3333",0
1557,"-192,79",-10,0,1,"1,41",0,0,"-0,1000",-6,"0,1829","-0,0001",,0,0,"0,0917",,0,0,"0,0278",,0,1,"0,1458",0,0,1,"0,1367",,0,0,"0,2333","0,0000",0,0,"0,2810",,0,0,"0,3229",0,0,0,"0,3519",0,0,0,"0,3167",0
1558,"-192,79",-10,0,0,"1,69",0,0,"-0,1000",-6,"0,1828","-0,0001",,0,-10,"0,0917",,0,0,"0,0278",,0,0,"0,1417",0,0,0,"0,1333",,0,0,"0,2333","0,0000",0,0,"0,2810",,0,0,"0,3229",0,0,0,"0,3519",0,0,-10,"0,3167",0
1559,"-192,79",-10,0,0,"1,35",0,0,"-0,1000",-6,"0,1827","-0,0001",,0,5,"0,1750",,0,0,"0,0278",,0,0,"0,1417",0,0,0,"0,1333",,0,0,"0,2333","0,0000",0,0,"0,2810",,0,1,"0,3229",0,0,0,"0,3519",0,0,0,"0,3333",0
1560,"-192,79",0,1,0,"2,26",0,-10,"-0,1000",-6,"0,1826","-0,0001",,0,0,"0,1333",,0,0,"0,0278",,0,1,"0,1417",0,0,0,"0,1333",,0,1,"0,2333","0,0000",0,0,"0,2810",,0,5,"0,3208",0,0,5,"0,3519",0,0,0,"0,3333",0
1561,"-192,79",15,2,0,"7,61",1,0,"0,0667",4,"0,1831","0,0005",,1,0,"0,1333",,1,-10,"0,0278",,1,1,"0,1375",0,1,0,"0,1333",,1,0,"0,2306","0,0000",1,10,"0,2810",,1,0,"0,3104",0,1,1,"0,3426",0,1,1,"0,3333",0
1562,"-192,79",-10,0,0,"1,66",0,0,"0,0833",5,"0,1830","-0,0001",,0,0,"0,1417",,0,0,"0,0889",,0,1,"0,1375",0,0,1,"0,1367",,0,10,"0,2333","0,0000",0,0,"0,2595",,0,0,"0,3125",0,0,-10,"0,3426",0,0,1,"0,3333",0
1563,"-192,79",-10,0,0,"1,1",0,0,"0,0833",5,"0,1829","-0,0001",,0,0,"0,1417",,0,1,"0,0889",,0,0,"0,1333",0,0,0,"0,1333",,0,0,"0,2056","0,0000",0,5,"0,2595",,0,0,"0,3125",0,0,10,"0,3611",0,0,1,"0,3317",0
1564,"-202,79",-10,0,1,"1,84",0,0,"0,0833",5,"0,1827","-0,0001",,0,0,"0,1417",,0,0,"0,0833",,0,0,"0,1333",0,0,1,"0,1333",,0,1,"0,2056","0,0000",0,0,"0,2476",,0,0,"0,3125",0,0,1,"0,3426",0,0,0,"0,3300",0
1565,"-202,79",0,1,0,"2,39",0,1,"0,0833",5,"0,1826","-0,0001",,0,0,"0,1417",,0,0,"0,0833",,0,0,"0,1333",0,0,1,"0,1300",,0,-10,"0,2028","0,0000",0,1,"0,2476",,0,0,"0,3125",0,0,1,"0,3407",0,0,0,"0,3300",0
1566,"-202,79",0,1,0,"2,02",0,0,"0,0667",4,"0,1825","-0,0001",,0,0,"0,1417",,0,1,"0,0833",,0,0,"0,1333",0,0,-10,"0,1267",,0,1,"0,2306","0,0000",0,0,"0,2452",,0,1,"0,3125",0,0,0,"0,3389",0,0,0,"0,3300",0
1567,"-202,79",-10,0,0,"1,37",0,0,"0,0667",4,"0,1824","-0,0001",,0,0,"0,1417",,0,0,"0,0778",,0,0,"0,1333",0,0,1,"0,1600",,0,0,"0,2278","0,0000",0,0,"0,2452",,0,0,"0,3104",0,0,0,"0,3389",0,0,0,"0,3300",0
1568,"-202,79",-10,0,0,"1,78",0,1,"0,0667",4,"0,1823","-0,0001",,0,0,"0,1417",,0,0,"0,0778",,0,1,"0,1333",0,0,0,"0,1567",,0,0,"0,2278","0,0000",0,0,"0,2452",,0,0,"0,3104",0,0,0,"0,3389",0,0,0,"0,3300",0
1569,"-202,79",-10,0,0,1,-10,0,"0,0500",3,"0,1758","-0,0065",,-10,0,"0,1417",,-10,1,"0,0778",,-10,0,"0,1292",0,-10,0,"0,1567",,-10,0,"0,2278","0,0000",-10,0,"0,2452",,-10,0,"0,3104",0,-10,0,"0,3389",0,-10,1,"0,3300",0
1570,"-202,79",15,2,0,"3,91",1,0,"-0,1167",-7,"0,1763","0,0005",,1,0,"0,0583",,1,10,"0,0167",,1,1,"0,0875",0,1,1,"0,1233",,1,1,"0,2000","0,0000",1,0,"0,2214",,1,0,"0,2896",0,1,0,"0,3204",0,1,0,"0,3117",0
1571,"-202,79",15,2,0,"5,43",1,1,"-0,1000",-6,"0,1768","0,0005",,1,0,"0,0667",,1,-10,"-0,0333",,1,0,"0,0875",0,1,1,"0,1233",,1,1,"0,2000","0,0000",1,1,"0,2238",,1,1,"0,2917",0,1,0,"0,3222",0,1,0,"0,3133",0
1572,"-212,79",-10,0,1,1,-10,5,"-0,1000",-6,"0,1704","-0,0065",,-10,0,"0,0750",,-10,0,"0,0278",,-10,1,"0,0917",0,-10,1,"0,1233",,-10,0,"0,2000","0,0000",-10,0,"0,2238",,-10,0,"0,2917",0,-10,1,"0,3241",0,-10,0,"0,3150",0
1573,"-212,79",15,2,0,"7,07",1,1,"-0,3500",-21,"0,1709","0,0005",,1,0,"-0,0083",,1,0,"-0,0278",,1,1,"0,0458",0,1,0,"0,0867",,1,0,"0,1722","0,0000",1,1,"0,2000",,1,0,"0,2708",0,1,5,"0,3037",0,1,0,"0,2983",0
1574,"-212,79",0,1,0,"2,05",0,1,"-0,3500",-21,"0,1708","-0,0001",,0,1,"0,0000",,0,0,"-0,0222",,0,1,"0,0458",0,0,0,"0,0900",,0,1,"0,1750","0,0000",0,0,"0,2000",,0,0,"0,2729",0,0,0,"0,2963",0,0,1,"0,3000",0
1575,"-212,79",15,2,0,"3,17",1,1,"-0,3667",-22,"0,1713","0,0005",,1,0,"-0,0083",,1,0,"-0,0222",,1,5,"0,0417",0,1,1,"0,0900",,1,0,"0,1722","0,0000",1,1,"0,2000",,1,0,"0,2729",0,1,0,"0,2963",0,1,0,"0,2983",0
1576,"-212,79",-10,0,0,"1,22",0,1,"-0,3667",-22,"0,1712","-0,0001",,0,0,"0,0000",,0,0,"-0,0167",,0,0,"0,0250",0,0,1,"0,0900",,0,5,"0,1750","0,0000",0,1,"0,2000",,0,0,"0,2750",0,0,0,"0,2981",0,0,1,"0,3000",0
1577,"-212,79",0,1,0,"2,32",0,0,"-0,3833",-23,"0,1711","-0,0001",,0,1,"0,0000",,0,-10,"-0,0167",,0,1,"0,0250",0,0,0,"0,0867",,0,5,"0,1611","0,0000",0,0,"0,1976",,0,5,"0,2750",0,0,5,"0,2981",0,0,0,"0,2983",0
