t,Entrada,Converte_5,Media_Atual_5,Converte_6,Media_Atual_6,Converte_7,Media_Atual_7,Converte_8,Media_Atual_8,Converte_9,Media_Atual_9,Converte_A,Media_Atual_A,Converte_B,Media_Atual_B,Converte_C,Media_Atual_C,Media_2,Media,,,,PEARSON,DIFF_PEARSON,,,,,RATING1,RATING2,RATING3,,,
330,"6,44",1,"0,5515151515",1,"0,4545454545",1,"0,3606060606",1,"0,2636363636",1,"0,1848484848",1,"0,09393939394",1,"0,04848484848",1,"0,009090909091",1,"0,4333333333","0,5008190014",0,1,"0,7470520336","0,0199430859","-0,04099005588","-0,0007659231389","-0,03245450674","-0,00003020297759","0,01666666667","-0,03333333333","-0,06666666667","-0,08333333333","-0,1","-0,1166666667"
331,"2,08",1,"0,5528700906",1,"0,4561933535",1,"0,3625377644",1,"0,2658610272",1,"0,1873111782",0,"0,09365558912",0,"0,04833836858",0,"0,009063444109",1,"0,45","0,5024529992",1,0,"0,7568578147","0,009805781078","-0,04131859121","-0,0007704022216","-0,03666917476","-0,00003423659212","0,03333333333",0,"-0,06666666667","-0,06666666667","-0,08333333333","-0,1"
332,"1,21",1,"0,5542168675",0,"0,4548192771",0,"0,3614457831",0,"0,265060241",0,"0,186746988",0,"0,09337349398",0,"0,04819277108",0,"0,009036144578",1,"0,45","0,5024529992",0,1,"0,76003321","0,00317539538","-0,08078349384","-0,001509450864","-0,03666917476","-0,00003423659212","0,01666666667",0,"-0,05","-0,08333333333","-0,08333333333","-0,08333333333"
333,"1,55",0,"0,5525525526",0,"0,4534534535",0,"0,3603603604",0,"0,2642642643",0,"0,1861861862",0,"0,09309309309",0,"0,04804804805",0,"0,009009009009",0,"0,4666666667","0,5024529992",0,0,"0,7589392118","-0,001093998196","-0,05424753635","-0,001007793604","-0,0279568695","-0,00002606168976","0,05","0,03333333333","-0,03333333333","-0,05","-0,06666666667","-0,06666666667"
334,"1,08",0,"0,5508982036",0,"0,4520958084",0,"0,3592814371",0,"0,2634730539",0,"0,1856287425",0,"0,09281437126",0,"0,04790419162",0,"0,008982035928",0,"0,45","0,5008190014",1,0,"0,7731729895","0,01423377763","-0,05831037753","-0,001079458927","-0,01117318199","-0,00001046356165","0,01666666667","0,01666666667","-0,05","-0,05","-0,1","-0,1"
335,"1,14",0,"0,5492537313",0,"0,4507462687",0,"0,3582089552",0,"0,2626865672",0,"0,1850746269",0,"0,09253731343",0,"0,04776119403",0,"0,008955223881",0,"0,4333333333","0,4986320084",1,0,"0,792678465","0,0195054755","-0,05811809979","-0,001079458927","0,02022574322","0,00001953763607",0,"0,01666666667","-0,05","-0,06666666667","-0,1","-0,1166666667"
336,"1,54",0,"0,5476190476",0,"0,4494047619",0,"0,3571428571",0,"0,2619047619",0,"0,1845238095",0,"0,09226190476",0,"0,04761904762",0,"0,008928571429",0,"0,4166666667","0,4958847037",1,0,"0,8104675376","0,01778907263","-0,05433008349","-0,001021230852","0,06292155552","0,0000659431971","-0,01666666667",0,"-0,06666666667","-0,08333333333","-0,1166666667","-0,1333333333"
337,"1,11",0,"0,5459940653",0,"0,4480712166",0,"0,3560830861",0,"0,2611275964",0,"0,1839762611",0,"0,09198813056",0,"0,04747774481",0,"0,008902077151",0,"0,4166666667","0,4958847037",1,0,"0,8356425511","0,02517501348","-0,006645004004","-0,0001254143151","0,0977421315","0,0001100731051","-0,03333333333",0,"-0,06666666667","-0,08333333333","-0,1166666667","-0,15"
338,"2,06",0,"0,5443786982",0,"0,4467455621",0,"0,3550295858",0,"0,2603550296",0,"0,1834319527",0,"0,09171597633",0,"0,04733727811",0,"0,008875739645",0,"0,4166666667","0,4958847037",0,1,"0,8437332202","0,008090669128","0,03448481659","0,0006584251545","0,135236405","0,0001615020331","-0,03333333333","-0,01666666667","-0,08333333333","-0,08333333333","-0,1","-0,1333333333"
339,"5,17",1,"0,5457227139",0,"0,4454277286",0,"0,3539823009",0,"0,2595870206",0,"0,1828908555",0,"0,09144542773",0,"0,04719764012",0,"0,008849557522",1,"0,4","0,4958847037",0,1,"0,8648467181","0,02111349789","-0,03236687398","-0,0006315506584","0,07783283143","0,00009795496555","-0,06666666667","-0,01666666667","-0,1","-0,08333333333","-0,1166666667","-0,15"
340,"1,96",1,"0,5470588235",1,"0,4470588235",1,"0,3558823529",1,"0,2617647059",0,"0,1823529412",0,"0,09117647059",0,"0,04705882353",0,"0,008823529412",1,"0,4166666667","0,4986320084",1,0,"0,871820903","0,006974184911","-0,04402548798","-0,0008689420407","0,05829007427","0,00007468251847","-0,03333333333","-0,01666666667","-0,06666666667","-0,06666666667","-0,1166666667","-0,1333333333"
341,"1,85",1,"0,5483870968",0,"0,4457478006",0,"0,3548387097",0,"0,2609970674",0,"0,1818181818",0,"0,09090909091",0,"0,04692082111",0,"0,008797653959",0,"0,4333333333","0,4986320084",0,1,"0,8732642719","0,001443368842","-0,01448320432","-0,0002866612918","0,08724632295","0,0001127615273",0,0,"-0,05","-0,05","-0,1","-0,1"
342,"1,14",1,"0,5497076023",0,"0,4444444444",0,"0,3538011696",0,"0,2602339181",0,"0,1812865497",0,"0,09064327485",0,"0,04678362573",0,"0,008771929825",0,"0,4166666667","0,4958847037",1,0,"0,8757897454","0,002525473505","-0,01283842397","-0,000255307713","0,1036641892","0,0001385203434",0,"-0,01666666667","-0,05","-0,08333333333","-0,1166666667","-0,1166666667"
343,"1,13",0,"0,5481049563",0,"0,443148688",0,"0,3527696793",0,"0,2594752187",0,"0,1807580175",0,"0,09037900875",0,"0,04664723032",0,"0,008746355685",0,"0,4","0,4925677119",1,0,"0,8830973484","0,007307603017","-0,01682307321","-0,0003359312013","0,1330284074","0,0001923615906","-0,01666666667","-0,05","-0,05","-0,1166666667","-0,1333333333","-0,1333333333"
344,"1,11",0,"0,5465116279",0,"0,4418604651",0,"0,351744186",0,"0,2587209302",0,"0,1802325581",0,"0,09011627907",0,"0,04651162791",0,"0,008720930233",0,"0,4","0,4925677119",1,1,"0,8863312805","0,003233932103","0,02604002825","0,000524052674","0,1700223487","0,0002631275572","-0,01666666667","-0,05","-0,05","-0,1","-0,1166666667","-0,1333333333"
345,1,0,"0,5449275362",0,"0,4405797101",0,"0,3507246377",0,"0,2579710145",0,"0,1797101449",0,"0,08985507246",0,"0,04637681159",0,"0,008695652174",0,"0,4","0,4925677119",1,0,"0,891111105","0,00477982447","0,06843605565","0,001384036549","0,2038151807","0,0003338935238",0,"-0,06666666667","-0,03333333333","-0,1","-0,1166666667","-0,1333333333"
346,"6,92",0,"0,5433526012",0,"0,4393063584",0,"0,3497109827",0,"0,2572254335",0,"0,1791907514",0,"0,08959537572",0,"0,04624277457",0,"0,008670520231",0,"0,4","0,4925677119",0,0,"0,8968331","0,005721995017","0,1107281639","0,002244020425","0,2353233648","0,0004046594904","-0,01666666667","-0,05","-0,03333333333","-0,1","-0,1","-0,15"
347,"5,33",1,"0,5446685879",1,"0,4409221902",1,"0,3515850144",1,"0,2593659942",1,"0,181556196",0,"0,08933717579",0,"0,04610951009",0,"0,008645533141",1,"0,4","0,4958847037",1,1,"0,8998634271","0,003030327169","0,09358003364","0,001926005554","0,2132163826","0,0003734750811","-0,03333333333","-0,03333333333","-0,01666666667","-0,08333333333","-0,1","-0,1333333333"
348,"1,27",1,"0,5459770115",1,"0,4425287356",1,"0,3534482759",1,"0,2614942529",0,"0,1810344828",0,"0,08908045977",0,"0,04597701149",0,"0,008620689655",1,"0,4166666667","0,4986320084",1,0,"0,8985728749","-0,00129055228","0,08848422841","0,001827465735","0,2120921347","0,0003725378251",0,0,0,"-0,06666666667","-0,1","-0,1166666667"
349,"2,44",0,"0,5444126074",0,"0,441260745",0,"0,3524355301",0,"0,2607449857",0,"0,1805157593",0,"0,0888252149",0,"0,04584527221",0,"0,008595988539",0,"0,4166666667","0,4958847037",0,0,"0,8992021151","0,0006292402101","0,08691422501","0,001791633074","0,2131762234","0,0003758228385","0,01666666667",0,0,"-0,06666666667","-0,1166666667","-0,1166666667"
350,"1,35",1,"0,5457142857",1,"0,4428571429",0,"0,3514285714",0,"0,26",0,"0,18",0,"0,08857142857",0,"0,04571428571",0,"0,008571428571",1,"0,4","0,4958847037",0,1,"0,9009211259","0,00171901087","0,03955919112","0,0008241512138","0,1669097239","0,0002965183825",0,"-0,01666666667","-0,03333333333","-0,1","-0,1333333333","-0,1166666667"
351,"2,33",0,"0,5441595442",0,"0,4415954416",0,"0,3504273504",0,"0,2592592593",0,"0,1794871795",0,"0,08831908832",0,"0,04558404558",0,"0,008547008547",0,"0,4","0,4925677119",1,1,"0,9018610892","0,0009399632981","0,03177095434","0,0006584251545","0,1753631073","0,0003199814312",0,0,"-0,01666666667","-0,1","-0,1166666667","-0,1166666667"
352,"4,77",1,"0,5454545455",1,"0,4431818182",0,"0,3494318182",0,"0,2585227273",0,"0,1789772727",0,"0,08806818182",0,"0,04545454545",0,"0,008522727273",1,"0,3833333333","0,4925677119",0,1,"0,9166239864","0,01476289712","-0,0402450812","-0,0008331093792","0,1176188779","0,0002216864489","-0,01666666667","-0,03333333333","-0,05","-0,1","-0,1333333333","-0,15"
353,"1,57",1,"0,5467422096",1,"0,4447592068",1,"0,3512747875",1,"0,2606232295",0,"0,178470255",0,"0,08781869688",0,"0,04532577904",0,"0,008498583569",1,"0,4","0,4958847037",1,0,"0,9238792008","0,0072552144","-0,0418542097","-0,0008599838753","0,1052106119","0,0002005369136",0,"-0,03333333333","-0,03333333333","-0,08333333333","-0,1166666667","-0,1333333333"
354,"3,17",0,"0,5451977401",0,"0,4435028249",0,"0,3502824859",0,"0,2598870056",0,"0,1779661017",0,"0,08757062147",0,"0,04519774011",0,"0,008474576271",0,"0,4","0,4925677119",1,0,"0,9252841877","0,00140498691","-0,05584157968","-0,001133207919","0,1115678631","0,0002163376021","-0,01666666667","-0,01666666667","-0,03333333333","-0,06666666667","-0,1333333333","-0,1333333333"
355,"2,23",1,"0,5464788732",1,"0,4450704225",1,"0,3521126761",0,"0,2591549296",0,"0,1774647887",0,"0,08732394366",0,"0,04507042254",0,"0,008450704225",1,"0,3833333333","0,4925677119",1,0,"0,930279981","0,004995793374","-0,1210066243","-0,002459016393","0,05416490315","0,0001072400702","-0,03333333333","-0,01666666667","-0,06666666667","-0,06666666667","-0,1333333333","-0,15"
356,"5,99",1,"0,547752809",1,"0,4466292135",0,"0,3511235955",0,"0,2584269663",0,"0,1769662921",0,"0,08707865169",0,"0,04494382022",0,"0,008426966292",1,"0,3833333333","0,4925677119",0,0,"0,9351720267","0,004892045697","-0,1865064618","-0,003784824868","-0,0009213395694","-0,000001857461621","-0,01666666667","-0,01666666667","-0,06666666667","-0,06666666667","-0,1166666667","-0,1333333333"
357,"1,5",1,"0,5490196078",1,"0,4481792717",1,"0,3529411765",1,"0,2605042017",1,"0,1792717087",0,"0,08683473389",0,"0,04481792717",0,"0,008403361345",1,"0,4","0,4958847037",1,1,"0,9439664515","0,008794424723","-0,1844994696","-0,003672847801","-0,005969348868","-0,00001210409399",0,0,"-0,06666666667","-0,03333333333","-0,1","-0,1166666667"
358,"1,48",0,"0,5474860335",0,"0,4469273743",0,"0,3519553073",0,"0,2597765363",0,"0,1787709497",0,"0,08659217877",0,"0,04469273743",0,"0,008379888268",0,"0,4166666667","0,4958847037",1,0,"0,9459664632","0,002000011704","-0,1541586932","-0,003000985398","0,02127981817","0,00004296844496","0,03333333333","0,01666666667","-0,03333333333","-0,01666666667","-0,08333333333","-0,08333333333"
359,"1,04",0,"0,5459610028",0,"0,4456824513",0,"0,3509749304",0,"0,2590529248",0,"0,1782729805",0,"0,08635097493",0,"0,04456824513",0,"0,008356545961",0,"0,4","0,4925677119",0,0,"0,9444627441","-0,00150371904","-0,1705499672","-0,003274209442","0,01986397979","0,00004027078473",0,0,"-0,03333333333","-0,01666666667","-0,1","-0,1"
360,"4,4",0,"0,5444444444",0,"0,4444444444",0,"0,35",0,"0,2583333333",0,"0,1777777778",0,"0,08611111111",0,"0,04444444444",0,"0,008333333333",0,"0,3833333333","0,4886694324",1,0,"0,9395327633","-0,004929980858","-0,1837312635","-0,003498163576","0,02655410368","0,0000554802599","-0,01666666667","-0,03333333333","-0,03333333333","-0,03333333333","-0,1166666667","-0,1333333333"
361,"6,52",1,"0,5457063712",1,"0,4459833795",1,"0,351800554",1,"0,2603878116",0,"0,1772853186",0,"0,08587257618",0,"0,04432132964",0,"0,008310249307",1,"0,3833333333","0,4925677119",0,0,"0,9405911124","0,001058349151","-0,1923679236","-0,003681805966","0,01189667018","0,0000251879729",0,"-0,03333333333","-0,03333333333","-0,03333333333","-0,1","-0,15"
362,"11,13",1,"0,546961326",1,"0,4475138122",1,"0,3535911602",1,"0,2624309392",1,"0,179558011",0,"0,08563535912",0,"0,04419889503",0,"0,008287292818",1,"0,4","0,4958847037",0,1,"0,9394085319","-0,001182580557","-0,1915206303","-0,003641494222","0,01571061173","0,00003317563229","0,01666666667",0,"-0,01666666667","-0,03333333333","-0,08333333333","-0,1333333333"
363,"1,36",1,"0,5482093664",1,"0,4490358127",1,"0,3553719008",1,"0,2644628099",1,"0,1818181818",1,"0,08815426997",0,"0,04407713499",0,"0,00826446281",1,"0,4166666667","0,4986320084",0,0,"0,9361942057","-0,003214326157","-0,1810459835","-0,003390665592","0,03409297864","0,00007141044511","0,01666666667","0,01666666667","0,01666666667",0,"-0,06666666667","-0,1"
364,"1,86",0,"0,5467032967",0,"0,4478021978",0,"0,3543956044",0,"0,2637362637",0,"0,1813186813",0,"0,08791208791",0,"0,04395604396",0,"0,008241758242",0,"0,4333333333","0,4986320084",1,0,"0,934569181","-0,001625024714","-0,1645906089","-0,003041297142","0,05106082156","0,0001057000985","0,01666666667","0,05","0,01666666667",0,"-0,06666666667","-0,08333333333"
365,"2,62",1,"0,5479452055",0,"0,4465753425",0,"0,3534246575",0,"0,2630136986",0,"0,1808219178",0,"0,08767123288",0,"0,04383561644",0,"0,008219178082",0,"0,4333333333","0,4986320084",1,1,"0,932810987","-0,001758193953","-0,1477843732","-0,002691928693","0,06847079166","0,000139989752","0,03333333333","0,03333333333",0,0,"-0,08333333333","-0,08333333333"
366,"2,21",1,"0,5491803279",1,"0,4480874317",0,"0,3524590164",0,"0,262295082",0,"0,1803278689",0,"0,08743169399",0,"0,04371584699",0,"0,008196721311",1,"0,4166666667","0,4986320084",0,0,"0,9284614207","-0,004349566368","-0,1847067222","-0,003319000269","0,04410268455","0,00008872954776","0,03333333333","0,01666666667",0,"-0,01666666667","-0,08333333333","-0,1166666667"
367,"1,21",1,"0,5504087193",1,"0,4495912807",0,"0,3514986376",0,"0,2615803815",0,"0,1798365123",0,"0,08719346049",0,"0,04359673025",0,"0,008174386921",1,"0,4166666667","0,4986320084",1,1,"0,9244935738","-0,003967846905","-0,2347895326","-0,004102839738","0,01894564834","0,00003746934353","0,03333333333","0,03333333333","0,01666666667","-0,03333333333","-0,08333333333","-0,1"
368,"1,84",0,"0,5489130435",0,"0,4483695652",0,"0,3505434783",0,"0,2608695652",0,"0,1793478261",0,"0,08695652174",0,"0,04347826087",0,"0,008152173913",0,"0,4333333333","0,4986320084",1,0,"0,9274984795","0,003004905705","-0,2119957281","-0,00352055899","0,03890302964","0,00007554835239","0,03333333333","0,05","0,03333333333","-0,01666666667","-0,06666666667","-0,06666666667"
369,"3,74",1,"0,5501355014",0,"0,4471544715",0,"0,3495934959",0,"0,2601626016",0,"0,1788617886",0,"0,08672086721",0,"0,0433604336",0,"0,008130081301",0,"0,4166666667","0,4958847037",1,0,"0,9261880473","-0,001310432156","-0,2579121186","-0,004107318821","0,01718963148","0,00003262989959",0,"0,01666666667","0,01666666667","-0,05","-0,06666666667","-0,08333333333"
370,"2,15",1,"0,5513513514",1,"0,4486486486",1,"0,3513513514",1,"0,2621621622",0,"0,1783783784",0,"0,08648648649",0,"0,04324324324",0,"0,008108108108",1,"0,4166666667","0,4986320084",0,0,"0,9226183636","-0,003569683721","-0,2422034495","-0,00372211771","0,04363895138","0,00008156358867","-0,01666666667",0,"0,01666666667","-0,03333333333","-0,06666666667","-0,08333333333"
371,"2,05",1,"0,5525606469",1,"0,4501347709",0,"0,3504043127",0,"0,2614555256",0,"0,1778975741",0,"0,08625336927",0,"0,04312668464",0,"0,008086253369",1,"0,4333333333","0,5008190014",0,1,"0,9193927698","-0,003225593745","-0,2132776503","-0,003139836961","0,08316425511","0,000153409706",0,"0,03333333333","0,03333333333",0,"-0,05","-0,06666666667"
372,"11,92",1,"0,5537634409",0,"0,4489247312",0,"0,3494623656",0,"0,2607526882",0,"0,1774193548",0,"0,08602150538",0,"0,04301075269",0,"0,008064516129",1,"0,45","0,5024529992",0,0,"0,916605019","-0,002787750892","-0,1736731774","-0,002499328138","0,1291545292","0,0002374198934","0,03333333333","0,06666666667","0,03333333333","0,03333333333","-0,05","-0,05"
373,"1,21",1,"0,5549597855",1,"0,4504021448",1,"0,3512064343",1,"0,2627345845",1,"0,1796246649",1,"0,08847184987",0,"0,04289544236",0,"0,008042895442",1,"0,45","0,5024529992",1,0,"0,9127996791","-0,003805339848","-0,1996881078","-0,002794947595","0,1226204646","0,0002229756205","0,03333333333","0,06666666667","0,03333333333","0,03333333333","-0,05","-0,03333333333"
374,"3,35",0,"0,5534759358",0,"0,449197861",0,"0,3502673797",0,"0,2620320856",0,"0,179144385",0,"0,08823529412",0,"0,04278074866",0,"0,008021390374",0,"0,45","0,5008190014",0,1,"0,9094891669","-0,003310512183","-0,2589989345","-0,003507121741","0,08064402882","0,0001433851658","0,01666666667","0,05","0,05","0,03333333333","-0,03333333333","-0,03333333333"
375,"10,28",1,"0,5546666667",1,"0,4506666667",1,"0,352",0,"0,2613333333",0,"0,1786666667",0,"0,088",0,"0,04266666667",0,"0,008",1,"0,45","0,5024529992",0,1,"0,9115577679","0,002068601014","-0,212036441","-0,002714324106","0,132204508","0,0002330826974","0,03333333333","0,03333333333","0,05","0,05","-0,03333333333","-0,03333333333"
376,"2,11",1,"0,5558510638",1,"0,4521276596",1,"0,3537234043",1,"0,2632978723",1,"0,1808510638",1,"0,09042553191",0,"0,04255319149",0,"0,007978723404",1,"0,4666666667","0,5035393853",0,1,"0,9194976277","0,007939859767","-0,1438259143","-0,001751321329","0,1892927831","0,000332998385","0,05","0,03333333333","0,08333333333","0,05",0,"-0,03333333333"
377,"1,58",1,"0,5570291777",0,"0,450928382",0,"0,3527851459",0,"0,2625994695",0,"0,1803713528",0,"0,09018567639",0,"0,0424403183",0,"0,007957559682",1,"0,4666666667","0,5035393853",1,0,"0,9208384708","0,001340843121","-0,1594473175","-0,001894651975","0,1874656428","0,000328334563","0,03333333333","0,03333333333","0,06666666667","0,03333333333","0,01666666667","-0,05"
378,"6,52",0,"0,5555555556",0,"0,4497354497",0,"0,3518518519",0,"0,2619047619",0,"0,1798941799",0,"0,08994708995",0,"0,04232804233",0,"0,007936507937",0,"0,4833333333","0,5035393853",0,0,"0,9208384708",0,"-0,1594473175","-0,001894651975","0,1874656428","0,000328334563","0,03333333333","0,06666666667","0,08333333333","0,06666666667","0,03333333333","-0,01666666667"
379,"3,34",1,"0,5567282322",1,"0,4511873351",1,"0,3535620053",1,"0,2638522427",1,"0,1820580475",0,"0,08970976253",0,"0,04221635884",0,"0,007915567282",1,"0,4833333333","0,5040817004",0,0,"0,9215301553","0,0006916844881","-0,08524734952","-0,001039147183","0,2367422313","0,0004200744044","0,03333333333","0,06666666667","0,1","0,08333333333","0,05","-0,01666666667"
380,"7,44",1,"0,5578947368",1,"0,4526315789",1,"0,3552631579",0,"0,2631578947",0,"0,1815789474",0,"0,08947368421",0,"0,04210526316",0,"0,007894736842",1,"0,5","0,5040817004",0,0,"0,9158136344","-0,005716520905","-0,01513148281","-0,0001970796381","0,2748340218","0,0004973258462","0,05","0,06666666667","0,1166666667","0,1","0,06666666667",0
381,"401,72",1,"0,5590551181",1,"0,4540682415",1,"0,3569553806",1,"0,2650918635",1,"0,1837270341",0,"0,08923884514",0,"0,04199475066",0,"0,007874015748",1,"0,5166666667","0,5035393853",0,1,"0,8986341946","-0,0171794398","0,05272170716","0,0007480068082","0,3099586459","0,0005685970315","0,06666666667","0,1","0,1166666667","0,1166666667","0,1","0,03333333333"
382,1,1,"0,5602094241",1,"0,4554973822",1,"0,3586387435",1,"0,2670157068",1,"0,1858638743",1,"0,09162303665",1,"0,0445026178",1,"0,01047120419",1,"0,5333333333","0,5024529992",1,1,"0,8676802986","-0,03095389596","0,1039942259","0,00163486518","0,3295956636","0,0006108356051","0,06666666667","0,1166666667","0,1166666667","0,1333333333","0,1166666667","0,05"
383,"9,63",0,"0,5587467363",0,"0,454308094",0,"0,3577023499",0,"0,2663185379",0,"0,1853785901",0,"0,09138381201",0,"0,04438642298",0,"0,01044386423",0,"0,55","0,5024529992",0,0,"0,8365950382","-0,03108526045","0,03420661855","0,0006001970796","0,3076555713","0,0005769488282","0,08333333333","0,1166666667","0,15","0,15","0,1333333333","0,06666666667"
384,1,1,"0,5598958333",1,"0,4557291667",1,"0,359375",1,"0,2682291667",1,"0,1875",0,"0,09114583333",0,"0,04427083333",0,"0,01041666667",1,"0,5333333333","0,5024529992",1,0,"0,8290839339","-0,00751110432","0,0789004911","0,001478097286","0,3193686575","0,0006057012449","0,05","0,08333333333","0,15","0,1166666667","0,1","0,03333333333"
385,"3,17",0,"0,5584415584",0,"0,4545454545",0,"0,3584415584",0,"0,2675324675",0,"0,187012987",0,"0,09090909091",0,"0,04415584416",0,"0,01038961039",0,"0,5333333333","0,5035393853",1,0,"0,8319404278","0,002856493953","0,03543140367","0,0007032159814","0,2861958854","0,0005530930538","0,05","0,08333333333","0,15","0,1166666667","0,1166666667","0,03333333333"
386,"3,49",1,"0,5595854922",1,"0,4559585492",1,"0,3601036269",0,"0,2668393782",0,"0,1865284974",0,"0,09067357513",0,"0,04404145078",0,"0,0103626943",1,"0,5166666667","0,5035393853",0,0,"0,8387587029","0,006818275053","0,07224179138","0,001482576368","0,3012215623","0,0005913392057","0,01666666667","0,06666666667","0,1166666667","0,1166666667","0,08333333333","0,03333333333"
387,1,1,"0,5607235142",1,"0,4573643411",1,"0,3617571059",0,"0,2661498708",0,"0,1860465116",0,"0,09043927649",0,"0,04392764858",0,"0,01033591731",1,"0,5333333333","0,5024529992",0,1,"0,8347902084","-0,003968494452","0,103727327","0,002221625011","0,3175020686","0,0006278594975","0,01666666667","0,08333333333","0,1166666667","0,1333333333","0,1","0,05"
388,"1,27",0,"0,5592783505",0,"0,456185567",0,"0,3608247423",0,"0,2654639175",0,"0,1855670103",0,"0,09020618557",0,"0,04381443299",0,"0,01030927835",0,"0,5333333333","0,5035393853",0,1,"0,8394035942","0,004613385757","0,06869856977","0,001531846278","0,2879939554","0,0005789158441",0,"0,06666666667","0,1","0,15","0,1","0,06666666667"
389,"2,76",0,"0,557840617",0,"0,4550128535",0,"0,3598971722",0,"0,264781491",0,"0,1850899743",0,"0,08997429306",0,"0,04370179949",0,"0,01028277635",0,"0,5333333333","0,5035393853",1,0,"0,8422008343","0,002797240066","0,0290785757","0,0006718624026","0,2634339801","0,0005367131937","-0,01666666667","0,06666666667","0,1","0,1333333333","0,08333333333","0,08333333333"
390,"13,4",1,"0,558974359",1,"0,4564102564",1,"0,3615384615",0,"0,2641025641",0,"0,1846153846",0,"0,08974358974",0,"0,04358974359",0,"0,01025641026",1,"0,5333333333","0,5024529992",0,0,"0,8407414509","-0,001459383367","0,05569394814","0,001325808474","0,2779462708","0,0005695689479",0,"0,05","0,1166666667","0,1333333333","0,08333333333","0,08333333333"
391,"4,18",1,"0,5601023018",1,"0,4578005115",1,"0,3631713555",1,"0,2659846547",1,"0,1867007673",1,"0,09207161125",0,"0,04347826087",0,"0,01023017903",1,"0,5333333333","0,5024529992",0,0,"0,843757725","0,003016274072","0,0848105161","0,002078294365","0,2825276408","0,0005818645509",0,"0,05","0,1166666667","0,15","0,06666666667","0,1"
392,"1,51",1,"0,5612244898",1,"0,4591836735",1,"0,3647959184",1,"0,2678571429",0,"0,1862244898",0,"0,09183673469",0,"0,04336734694",0,"0,01020408163",1,"0,5333333333","0,5024529992",1,1,"0,8476725581","0,003914833099","0,107502013","0,002705365941","0,2825276408","0,0005818645509","0,01666666667","0,03333333333","0,1","0,15","0,08333333333","0,1"
393,"1,43",0,"0,5597964377",0,"0,4580152672",0,"0,3638676845",0,"0,2671755725",0,"0,1857506361",0,"0,09160305344",0,"0,04325699746",0,"0,01017811705",0,"0,5333333333","0,5035393853",0,0,"0,8558423735","0,00816981544","0,07312873128","0,001890172893","0,2446152894","0,000507245275",0,"0,01666666667","0,1166666667","0,1333333333","0,1","0,1166666667"
394,"1,34",0,"0,5583756345",0,"0,4568527919",0,"0,3629441624",0,"0,2664974619",0,"0,1852791878",0,"0,09137055838",0,"0,04314720812",0,"0,01015228426",0,"0,5333333333","0,5035393853",0,0,"0,8603419871","0,004499613591","0,04985894521","0,001316850309","0,2390018631","0,0004979025295",0,0,"0,1166666667","0,1166666667","0,1166666667","0,1166666667"
395,"2,4",0,"0,5569620253",0,"0,4556962025",0,"0,3620253165",0,"0,2658227848",0,"0,1848101266",0,"0,09113924051",0,"0,04303797468",0,"0,01012658228",0,"0,5333333333","0,5035393853",1,0,"0,8651010626","0,004759075486","0,02224608228","0,0006001970796","0,2256707061","0,0004745076662",0,"-0,01666666667","0,1","0,1333333333","0,1166666667","0,1166666667"
396,"1,98",1,"0,5580808081",1,"0,4570707071",0,"0,3611111111",0,"0,2651515152",0,"0,1843434343",0,"0,09090909091",0,"0,04292929293",0,"0,0101010101",1,"0,5333333333","0,5024529992",0,0,"0,8659732409","0,0008721783365","0,04064271488","0,001115291588","0,2388444855","0,0005045824085",0,0,"0,08333333333","0,15","0,1166666667","0,1"
397,"1,32",1,"0,5591939547",0,"0,4559193955",0,"0,3602015113",0,"0,2644836272",0,"0,1838790932",0,"0,09068010076",0,"0,04282115869",0,"0,01007556675",0,"0,55","0,5024529992",1,0,"0,8629804333","-0,002992807627","-0,002392469014","-0,00006718624026","0,210639777","0,00044633093","0,01666666667","0,01666666667","0,1","0,1666666667","0,15","0,1333333333"
398,"8,01",0,"0,5577889447",0,"0,4547738693",0,"0,3592964824",0,"0,2638190955",0,"0,1834170854",0,"0,09045226131",0,"0,04271356784",0,"0,01005025126",0,"0,55","0,5024529992",1,0,"0,8603310735","-0,00264935975","-0,0435912938","-0,001249664069","0,1827212623","0,0003880794514","0,01666666667","0,03333333333","0,1","0,15","0,1333333333","0,1166666667"
399,"4,03",1,"0,5588972431",1,"0,4561403509",1,"0,3609022556",1,"0,2656641604",1,"0,1854636591",0,"0,09022556391",0,"0,04260651629",0,"0,01002506266",1,"0,55","0,5008190014",1,1,"0,8512621101","-0,009068963419","-0,03062402435","-0,0008913374541","0,1778380996","0,0003756105567","0,01666666667","0,01666666667","0,1","0,1333333333","0,1166666667","0,1166666667"
400,"2,3",1,"0,56",1,"0,4575",1,"0,3625",1,"0,2675",0,"0,185",0,"0,09",0,"0,0425",0,"0,01",1,"0,55","0,5008190014",1,1,"0,8427562803","-0,008505829818","0,006686634811","0,0001970796381","0,1953138464","0,000411414383","0,01666666667","0,01666666667","0,08333333333","0,1166666667","0,1333333333","0,1166666667"
401,"14,63",1,"0,5610972569",1,"0,4588528678",0,"0,36159601",0,"0,2668329177",0,"0,1845386534",0,"0,0897755611",0,"0,04239401496",0,"0,009975062344",1,"0,55","0,5008190014",0,1,"0,8388630334","-0,003893246863","0,03894149929","0,001164561498","0,2025583954","0,0004272834533","0,01666666667","0,01666666667","0,08333333333","0,1166666667","0,15","0,1"
