"22,11","0,5","0,5",1,BET,Entrada,Odd,P60,P120,P180,P240,P300,P360,P420,P480,P540,P600,P660,P720,P780,P840,P900,P960,P1020,P1080,P1140,P1200,P1260,P1320,P1380,P1440,P1500,P1560,P1620,P1680,P1740,P1800,P1860,P1920,P1980,P1200,Media Movel,Acertos 60,,Media Geral,P120,P240,P360,P480,P600,P720,P840,P960,P1080,P1200,P1320,,P180,P360,P540,P720,P780,P900,P1080,P1260,P1440,,P240,P480,P720,P960,P1200,P1440,P1680,P1920,,P300,P600,P900,P1200,P1500,P1800,,P360,P720,P1080,,,,,Corr,,EntroAtual,EntroPass,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,P(1),P(0),LOG(P(1);2),LOG(P(2);2),,,,,,
2091,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,,,"0,0000",0,,"0,1754",0,0,0,0,0,0,1,1,1,1,0,,0,0,0,0,0,1,1,0,0,,0,0,0,1,1,0,0,0,,0,0,1,1,0,0,,0,0,1,,"0,2506",#DIV/0!,"0,2582",#DIV/0!,,"0,9183","0,9341","-0,0158",0,0,0,0,0,0,0,0,0,0,2,0,1,2,2,2,1,2,2,2,,,,,7,14,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",7,13,"0,35","0,65","-1,514573173","-0,6214883767"
2092,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,"0,0000",0,,"0,1753",0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,"0,2512",#DIV/0!,"0,2583",#DIV/0!,,"0,0000","0,0000","0,0000",0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,,,,,0,21,0,1,#NUM!,0,0,20,0,1,#NUM!,0
2093,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,,,"0,0000",0,,"0,1753",0,0,0,0,0,0,1,0,0,0,0,,0,0,1,0,0,1,0,1,0,,0,0,0,0,0,0,0,0,,0,0,1,0,0,1,,0,0,0,,"0,2514",#DIV/0!,"0,2584",#DIV/0!,,"0,5917","0,6098","-0,0182",0,0,0,0,0,0,0,0,2,1,0,0,0,2,2,1,1,1,0,0,,,,,3,18,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",3,17,"0,15","0,85","-2,736965594","-0,2344652536"
2094,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,,"0,0000",0,,"0,1752",0,0,0,0,0,0,0,0,0,1,0,,0,0,1,0,1,1,0,0,0,,0,0,0,0,1,0,0,0,,0,0,1,1,0,1,,0,0,0,,"0,2514",#DIV/0!,"0,2584",#DIV/0!,,"0,7025","0,7219","-0,0195",0,0,0,0,0,0,0,0,2,1,0,1,2,1,2,0,1,1,0,2,,,,,4,17,"0,1904761905","0,8095238095","-2,392317423","-0,3048545815",4,16,"0,2","0,8","-2,321928095","-0,3219280949"
2095,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,,"0,0000",0,,"0,1751",0,0,0,0,0,0,0,1,0,0,0,,0,0,1,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,,0,0,0,0,1,0,,0,0,0,,"0,2517",#DIV/0!,"0,2585",#DIV/0!,,"0,4537","0,4690","-0,0153",0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,2,1,0,0,1,,,,,2,19,"0,09523809524","0,9047619048","-3,392317423","-0,1443899093",2,18,"0,1","0,9","-3,321928095","-0,1520030934"
2096,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,,"0,0000",0,,"0,1750",0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,1,0,,0,0,1,0,0,0,,0,0,1,,"0,2519",#DIV/0!,"0,2586",#DIV/0!,,"0,5917","0,6098","-0,0182",0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,2,1,1,,,,,3,18,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",3,17,"0,15","0,85","-2,736965594","-0,2344652536"
2097,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,,"0,0000",0,,"0,1749",0,0,0,0,0,1,0,0,1,0,0,,0,0,1,1,0,0,1,1,0,,0,0,1,0,0,0,0,0,,0,0,0,0,1,0,,0,1,1,,"0,2521",#DIV/0!,"0,2587",#DIV/0!,,"0,5917","0,6098","-0,0182",0,0,0,0,0,0,0,0,2,1,1,2,0,1,0,0,1,2,0,0,,,,,3,18,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",3,17,"0,15","0,85","-2,736965594","-0,2344652536"
2098,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,,,"0,0000",0,,"0,1748",0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,1,,0,0,0,0,1,1,0,0,,0,0,0,1,0,0,,0,0,0,,"0,2523",#DIV/0!,"0,2588",#DIV/0!,,"0,5917","0,6098","-0,0182",0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,1,1,1,1,2,,,,,3,18,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",3,17,"0,15","0,85","-2,736965594","-0,2344652536"
2099,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,,,"0,0000",0,,"0,1748",0,0,0,0,1,1,1,0,0,1,0,,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,0,0,,0,1,0,1,0,1,,0,1,0,,"0,2520",#DIV/0!,"0,2587",#DIV/0!,,"0,7919","0,8113","-0,0194",0,0,0,0,0,0,0,0,0,2,0,2,1,2,0,1,2,0,1,2,,,,,5,16,"0,2380952381","0,7619047619","-2,070389328","-0,3923174228",5,15,"0,25","0,75",-2,"-0,4150374993"
2100,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,,,"0,0000",0,,"0,1747",0,0,0,0,0,1,0,0,0,0,0,,0,0,0,1,0,0,0,0,1,,0,0,1,0,0,1,0,0,,0,0,0,0,0,1,,0,1,0,,"0,2522",#DIV/0!,"0,2588",#DIV/0!,,"0,5917","0,6098","-0,0182",0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,1,2,0,2,0,,,,,3,18,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",3,17,"0,15","0,85","-2,736965594","-0,2344652536"
2101,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,,,"0,0000",0,,"0,1746",0,0,0,0,0,0,0,0,1,0,1,,0,0,0,0,0,1,1,0,1,,0,0,0,0,0,1,0,0,,0,0,1,0,0,0,,0,0,1,,"0,2526",#DIV/0!,"0,2589",#DIV/0!,,"0,4537","0,4690","-0,0153",0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,2,1,0,,,,,2,19,"0,09523809524","0,9047619048","-3,392317423","-0,1443899093",2,18,"0,1","0,9","-3,321928095","-0,1520030934"
2102,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,,,"0,0000",0,,"0,1745",0,0,0,0,0,1,0,0,1,1,1,,0,0,0,1,0,0,1,1,0,,0,0,1,0,1,0,1,0,,0,0,0,1,0,0,,0,1,1,,"0,2523",#DIV/0!,"0,2588",#DIV/0!,,"0,7919","0,8113","-0,0194",0,0,0,0,0,0,0,0,0,1,2,2,0,1,1,1,1,2,2,2,,,,,5,16,"0,2380952381","0,7619047619","-2,070389328","-0,3923174228",5,15,"0,25","0,75",-2,"-0,4150374993"
2103,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,"0,0000",0,,"0,1744",0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,"0,2529",#DIV/0!,"0,2590",#DIV/0!,,"0,2762","0,2864","-0,0102",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,1,0,1,0,,,,,1,20,"0,04761904762","0,9523809524","-4,392317423","-0,07038932789",1,19,"0,05","0,95","-4,321928095","-0,07400058144"
2104,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,"0,0000",0,,"0,1743",0,0,0,0,0,1,0,0,1,0,0,,0,0,0,1,0,0,1,0,1,,0,0,1,0,0,1,0,0,,0,0,0,0,0,0,,0,1,1,,"0,2526",#DIV/0!,"0,2589",#DIV/0!,,"0,7919","0,8113","-0,0194",0,0,0,0,0,0,0,0,0,1,2,2,1,1,0,1,2,2,2,1,,,,,5,16,"0,2380952381","0,7619047619","-2,070389328","-0,3923174228",5,15,"0,25","0,75",-2,"-0,4150374993"
2105,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,"0,0000",0,,"0,1743",0,0,0,0,0,1,1,1,0,0,0,,0,0,0,1,1,1,0,0,0,,0,0,1,1,0,0,0,0,,0,0,1,0,0,0,,0,1,0,,"0,2524",#DIV/0!,"0,2588",#DIV/0!,,"0,7919","0,8113","-0,0194",0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,0,1,1,0,,,,,5,16,"0,2380952381","0,7619047619","-2,070389328","-0,3923174228",5,15,"0,25","0,75",-2,"-0,4150374993"
2106,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,,,"0,0000",0,,"0,1742",0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,,0,1,0,0,0,0,,0,0,0,,"0,2529",#DIV/0!,"0,2589",#DIV/0!,,"0,2762","0,2864","-0,0102",0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,1,1,,,,,1,20,"0,04761904762","0,9523809524","-4,392317423","-0,07038932789",1,19,"0,05","0,95","-4,321928095","-0,07400058144"
2107,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"0,0000",0,,"0,1741",0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,"0,2535",#DIV/0!,"0,2591",#DIV/0!,,"0,2762","0,2864","-0,0102",0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,1,0,0,1,0,,,,,1,20,"0,04761904762","0,9523809524","-4,392317423","-0,07038932789",1,19,"0,05","0,95","-4,321928095","-0,07400058144"
2108,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,"0,0000",0,,"0,1740",0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,,0,0,1,0,1,0,,0,0,0,,"0,2539",#DIV/0!,"0,2593",#DIV/0!,,"0,4537","0,4690","-0,0153",0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,1,0,0,1,1,,,,,2,19,"0,09523809524","0,9047619048","-3,392317423","-0,1443899093",2,18,"0,1","0,9","-3,321928095","-0,1520030934"
2109,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,,,"0,0000",0,,"0,1739",0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,,0,0,0,,"0,2544",#DIV/0!,"0,2595",#DIV/0!,,"0,2762","0,2864","-0,0102",0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,1,0,1,0,,,,,1,20,"0,04761904762","0,9523809524","-4,392317423","-0,07038932789",1,19,"0,05","0,95","-4,321928095","-0,07400058144"
2110,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,"0,0000",0,,"0,1739",0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,"0,2548",#DIV/0!,"0,2597",#DIV/0!,,"0,4537","0,4690","-0,0153",0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,0,0,1,0,1,,,,,2,19,"0,09523809524","0,9047619048","-3,392317423","-0,1443899093",2,18,"0,1","0,9","-3,321928095","-0,1520030934"
2111,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,,,"0,0000",0,,"0,1738",0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,1,,0,0,0,1,0,0,,0,0,0,,"0,2554",#DIV/0!,"0,2598",#DIV/0!,,"0,2762","0,2864","-0,0102",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,,,,,1,20,"0,04761904762","0,9523809524","-4,392317423","-0,07038932789",1,19,"0,05","0,95","-4,321928095","-0,07400058144"
2112,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,,,"0,0000",0,,"0,1737",0,0,0,0,0,0,1,1,0,0,1,,0,0,0,0,0,0,0,0,1,,0,0,0,1,0,1,0,1,,0,0,0,0,0,0,,0,0,0,,"0,2555",#DIV/0!,"0,2599",#DIV/0!,,"0,5917","0,6098","-0,0182",0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,2,0,1,1,,,,,3,18,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",3,17,"0,15","0,85","-2,736965594","-0,2344652536"
2113,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,,,"0,0000",0,,"0,1736",0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,"0,2562",#DIV/0!,"0,2600",#DIV/0!,,"0,0000","0,0000","0,0000",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,,,,,0,21,0,1,#NUM!,0,0,20,0,1,#NUM!,0
2114,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,"0,0000",0,,"0,1735",0,0,0,0,0,0,0,0,1,0,1,,0,0,0,0,1,0,1,0,1,,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,,0,0,1,,"0,2565",#DIV/0!,"0,2601",#DIV/0!,,"0,4537","0,4690","-0,0153",0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,1,1,2,0,1,,,,,2,19,"0,09523809524","0,9047619048","-3,392317423","-0,1443899093",2,18,"0,1","0,9","-3,321928095","-0,1520030934"
2115,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,,"0,0000",0,,"0,1734",0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,1,0,,0,0,0,0,0,0,0,0,,0,0,1,0,1,0,,0,0,0,,"0,2569",#DIV/0!,"0,2603",#DIV/0!,,"0,4537","0,4690","-0,0153",0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,1,0,1,,,,,2,19,"0,09523809524","0,9047619048","-3,392317423","-0,1443899093",2,18,"0,1","0,9","-3,321928095","-0,1520030934"
2116,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,,,"0,0000",0,,"0,1734",0,0,0,0,0,1,1,0,0,0,0,,0,0,0,1,0,1,0,0,0,,0,0,1,0,0,0,0,0,,0,0,1,0,0,0,,0,1,0,,"0,2569",#DIV/0!,"0,2603",#DIV/0!,,"0,7025","0,7219","-0,0195",0,0,0,0,0,0,0,0,0,1,1,2,1,2,2,0,0,1,2,1,,,,,4,17,"0,1904761905","0,8095238095","-2,392317423","-0,3048545815",4,16,"0,2","0,8","-2,321928095","-0,3219280949"
2117,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,,,"0,0000",0,,"0,1733",0,0,0,0,1,0,0,0,1,0,0,,0,0,0,0,0,0,1,1,0,,0,0,0,0,0,0,1,1,,0,1,0,0,1,0,,0,0,1,,"0,2570",#DIV/0!,"0,2604",#DIV/0!,,"0,5917","0,6098","-0,0182",0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1,2,2,0,,,,,3,18,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",3,17,"0,15","0,85","-2,736965594","-0,2344652536"
2118,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,,,"0,0000",0,,"0,1732",0,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,0,0,0,1,0,,0,0,0,1,0,0,1,0,,0,0,0,0,0,0,,0,0,0,,"0,2576",#DIV/0!,"0,2606",#DIV/0!,,"0,2762","0,2864","-0,0102",0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,2,1,1,0,1,,,,,1,20,"0,04761904762","0,9523809524","-4,392317423","-0,07038932789",1,19,"0,05","0,95","-4,321928095","-0,07400058144"
2119,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,,,"0,0000",0,,"0,1731",0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,1,,0,0,0,0,0,1,1,0,,0,0,1,0,0,0,,0,0,0,,"0,2579",#DIV/0!,"0,2607",#DIV/0!,,"0,4537","0,4690","-0,0153",0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,1,0,1,1,0,,,,,2,19,"0,09523809524","0,9047619048","-3,392317423","-0,1443899093",2,18,"0,1","0,9","-3,321928095","-0,1520030934"
2120,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,"0,0000",0,,"0,1730",0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,,0,0,0,0,1,0,,0,0,0,,"0,2585",#DIV/0!,"0,2609",#DIV/0!,,"0,2762","0,2864","-0,0102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,,,,,1,20,"0,04761904762","0,9523809524","-4,392317423","-0,07038932789",1,19,"0,05","0,95","-4,321928095","-0,07400058144"
2121,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,,,"0,0000",0,,"0,1730",0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,1,0,0,1,0,,0,0,0,0,0,0,1,0,,0,0,0,0,1,1,,0,0,0,,"0,2586",#DIV/0!,"0,2610",#DIV/0!,,"0,5917","0,6098","-0,0182",0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,2,1,0,0,,,,,3,18,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",3,17,"0,15","0,85","-2,736965594","-0,2344652536"
2122,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,,"0,0000",0,,"0,1729",0,0,0,0,1,0,1,0,1,0,1,,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,0,1,0,0,0,1,,0,0,1,,"0,2588",#DIV/0!,"0,2611",#DIV/0!,,"0,5917","0,6098","-0,0182",0,0,0,0,0,0,0,0,0,2,0,1,0,2,1,1,0,2,1,0,,,,,3,18,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",3,17,"0,15","0,85","-2,736965594","-0,2344652536"
2123,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,"0,0000",0,,"0,1728",0,0,0,0,0,0,1,0,0,1,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,,0,0,0,1,0,0,,0,0,0,,"0,2589",#DIV/0!,"0,2612",#DIV/0!,,"0,5917","0,6098","-0,0182",0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,1,2,,,,,3,18,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",3,17,"0,15","0,85","-2,736965594","-0,2344652536"
2124,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,"0,0000",0,,"0,1727",0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,"0,2593",#DIV/0!,"0,2613",#DIV/0!,,"0,4537","0,4690","-0,0153",0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,2,0,,,,,2,19,"0,09523809524","0,9047619048","-3,392317423","-0,1443899093",2,18,"0,1","0,9","-3,321928095","-0,1520030934"
2125,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,,,"0,0000",0,,"0,1726",0,0,0,0,1,0,1,0,0,0,0,,0,0,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,1,,0,1,1,0,0,0,,0,0,0,,"0,2590",#DIV/0!,"0,2612",#DIV/0!,,"0,7919","0,8113","-0,0194",0,0,0,0,0,0,0,0,0,2,0,0,2,2,2,0,1,1,2,1,,,,,5,16,"0,2380952381","0,7619047619","-2,070389328","-0,3923174228",5,15,"0,25","0,75",-2,"-0,4150374993"
2126,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,,,"0,0000",0,,"0,1725",0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,1,,0,0,0,0,1,1,0,0,,0,0,0,1,0,1,,0,0,0,,"0,2596",#DIV/0!,"0,2614",#DIV/0!,,"0,2762","0,2864","-0,0102",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,2,,,,,1,20,"0,04761904762","0,9523809524","-4,392317423","-0,07038932789",1,19,"0,05","0,95","-4,321928095","-0,07400058144"
2127,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,,,"0,0000",0,,"0,1725",0,0,0,0,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,,0,0,0,1,0,0,1,0,,0,1,1,0,1,0,,0,0,0,,"0,2597",#DIV/0!,"0,2615",#DIV/0!,,"0,5917","0,6098","-0,0182",0,0,0,0,0,0,0,0,0,2,1,0,1,1,2,2,1,0,1,0,,,,,3,18,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",3,17,"0,15","0,85","-2,736965594","-0,2344652536"
2128,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,,,"0,0000",0,,"0,1724",0,0,0,0,0,0,0,0,1,0,1,,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,,0,0,1,,"0,2601",#DIV/0!,"0,2616",#DIV/0!,,"0,4537","0,4690","-0,0153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,,,,,2,19,"0,09523809524","0,9047619048","-3,392317423","-0,1443899093",2,18,"0,1","0,9","-3,321928095","-0,1520030934"
2129,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,,,"0,0000",0,,"0,1723",0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,1,,0,0,0,1,0,0,,0,0,0,,"0,2602",#DIV/0!,"0,2617",#DIV/0!,,"0,5917","0,6098","-0,0182",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,2,2,,,,,3,18,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",3,17,"0,15","0,85","-2,736965594","-0,2344652536"
2130,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,,,"0,0000",0,,"0,1722",0,0,0,0,0,1,0,0,0,0,0,,0,0,0,1,1,0,0,0,0,,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,,0,1,0,,"0,2602",#DIV/0!,"0,2617",#DIV/0!,,"0,7025","0,7219","-0,0195",0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,2,1,2,1,,,,,4,17,"0,1904761905","0,8095238095","-2,392317423","-0,3048545815",4,16,"0,2","0,8","-2,321928095","-0,3219280949"
2131,"20,11",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,,,"0,0000",0,,"0,1721",0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,1,0,,0,0,0,1,0,1,,0,0,0,,"0,2603",#DIV/0!,"0,2618",#DIV/0!,,"0,5917","0,6098","-0,0182",0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,1,2,2,,,,,3,18,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",3,17,"0,15","0,85","-2,736965594","-0,2344652536"
